product,marketing_name,brand,cpu,cpu_make,device,memory_mb
CITI_8443E_4G,CITI_8443E_4G,DIGMA,T310,Spreadtrum,CS8271PL,4096
BTXS1,BTXS1,BRAVE,SC9863A,Spreadtrum,BTXS1,3072
V710_ROW,V710,VALIFONE,MT6761,Mediatek,V710,2048
opl_cherryV2,opl_cherryV2,Orange,BCM72127,Broadcom,m377_opl,3072
C18,C18,DEXP,SC7731E,Spreadtrum,C18,2048
graceqltezh,Galaxy Note7,samsung,MSM8996,Qualcomm,graceqltechn,4096
HP4026-CAT,NT-01,NT,AMLS905X2,Amlogic,HP40A,2048
NID7019,NID7019,NAXA,RK3126C,Rockchip,NID7019,1536
CPH2205EEA,Reno5 Lite,OPPO,MT6779p95,Mediatek,OP4F43L1,6144
Pad_M10,Pad_M10,MARVUE,A133,Allwinner,Pad_M10,2048
Hawkeye_00WW,Nokia C22,Nokia,SC9863A,Spreadtrum,HKEA,2048
FF10A,FF10A,Fivahiva,A133,Allwinner,FF10A,3072
Pearl,Pearl,Revo,MT6737,Mediatek,Pearl,8192
hiphi_gr,motorola edge 30 pro,motorola,SM8450,QTI,hiphi,8192
A10S,A10S,X-TIGI,SC9863A,Spreadtrum,A10S,3072
Aqua_S10_Pro_5G,Aqua S10 Pro 5G,CherryMobile,MT6833V/ZA,Mediatek,Aqua_S10_Pro_5G,4096
Power_Armor_19T,Power_Armor_19T,Ulefone,MT6789,Mediatek,Power_Armor_19T,8192
V2s_EDLA_GL,V2s,SUNMI,MT8766A,Mediatek,V2s,3072
HaierATVT31FFM,Haier Android TV FF Pro,Haier,t31,Mediatek,daan,2048
V2202,V25,vivo,MT6877,Mediatek,V2202,8192
PD1838,V1838A,vivo,SM6150,Qualcomm,PD1838,6144
A1s,A1s,KXD,MT6761,Mediatek,A1s,2048
M50,Pay Phone M50,Elo,A133,Qualcomm,PAXM50,4096
CPH2089,Reno4 Pro,OPPO,SM7250,Qualcomm,OP4C87L1,12288
PADM00,A3中国版,OPPO,MT6771,Mediatek,PADM00,4096
SYMTAB25,SYMTAB25,Symphony,MT8312,Mediatek,SYMTAB25,2048
Primo_R7,Primo_R7,Walton,MT6762,Mediatek,Primo_R7,3072
Marshall-8,Marshall-8,ARATEK,MT8766B,Mediatek,Marshall-8,3072
DVB95VX,Smart TV,VIVAX,t31,Mediatek,longshan,2048
PRA-LX1,P8 lite 2017,HONOR,KIRIN655,HiSilicon,HWPRA-H,3072
t1lte_att_us,LG Gpad X 10.1,lge,MSM8974,Qualcomm,t1lte,2048
PI_Plus,PI Plus,OKWU,SC9850,Spreadtrum,PI_Plus,2048
OZUM_Regal,Google TV,Regal,t31,Mediatek,kowloon,2048
wolverine12,Wolverine12,Vertex,MSM8953,Qualcomm,wolverine12,4096
lars,Chromebook 14 for work,google,3855U,Intel,lars_cheets,2048
jacuzzi,Mediatek MT8183 Chromebook,google,MT8183,Mediatek,jacuzzi_cheets,4096
P20,P20,Welwitcha,MT6580,Mediatek,P20,4096
CSTAAP8C,CSTAAP8C,Clearsounds,MT8766B,Mediatek,CSTAAP8C,4096
TAB_Gallilea,TAB Gallilea,ADVAN,SC9832E,Spreadtrum,ADVAN_TAB_Gallilea,3072
rubenswifizc,Galaxy Tab4 Active,samsung,APQ8026,Qualcomm,rubenswifichn,1536
OnePlusN100,OnePlus Nord N100,OnePlus,SM4250,Qualcomm,OnePlusN100,4096
MAX_10_EEA,MAX_10_EEA,Dragon_Touch,SC9863A,Spreadtrum,MAX_10_EEA,2048
F102-EEA,F102-EEA,LOOQS,SC9863A,Spreadtrum,F102-EEA,4096
S40,S40,DOOGEE,MT6761,Mediatek,S40,6144
V2202i,V2202,vivo,MT6877,Mediatek,V2202,8192
aliothin,Mi 11 X,Mi,SM8250Pro,Qualcomm,aliothin,6144
KF6n-OP,TECNO SPARK 7,TECNO,MT6762d,Mediatek,TECNO-KF6n,4096
ST101,ST101,Karbonn,T310,Spreadtrum,ST101,3072
TRT-L53,Y7,HUAWEI,MSM8940,Qualcomm,HWTRT-Q,2048
BP4KATSC,"North America, Central America",BLAUPUNKT,T22,MStar,hongik,1536
Le_Pulse_EEA,Le_Pulse ,Logicom,MT6737,Mediatek,Le_Pulse,2048
AgentWifi_00EEA,Nokia T21,Nokia,T612,Spreadtrum,AGTA,3072
c1skt,Galaxy S3,samsung,Exynos 4412,Samsung,c1skt,2048
H624UA,Camon 11S,TECNO,MT6761,Mediatek,TECNO-CB7,3072
myXI1_Pro,myXI1 Pro,MyPhone,SC9863A,Spreadtrum,myXI1_Pro,3072
bbf100dsjapan,BlackBerry KEY2,blackberry,SDM660,Qualcomm,bbf100,6144
ASTRO_4R,MX-A4R,Maxwest,SC9832E,Spreadtrum,MX-A4R,2048
rhannah_reteu_e,moto e5 plus,motorola,MSM8917,Qualcomm,rhannah,2048
gta2swifidx,Galaxy Tab A (2017),samsung,APQ8017,Qualcomm,gta2swifi,2048
gts8uwifieea,Galaxy Tab S8 Ultra,samsung,SM8450,QTI,gts8uwifi,8192
A662LM-RU,itel A60s,Itel,SC9863A,Spreadtrum,itel-A662LM,2048
ELUGA_Icon2,Eluga Icon 2,Panasonic,MSM8929,Qualcomm,ELUGA_Icon2,2048
TPC_XTE10D,TPC_XTE10D,KNC,MT8735,Mediatek,TPC_XTE10D,3072
V4_Viper_EEA,V4 Viper,ALLVIEW,MT6761,Mediatek,V4_Viper,2048
S60Pro_EEA,S60Pro,OSCAL,MT6762,Mediatek,S60Pro,4096
LAVIETabT1212QHD1,LAVIETab T12 12QHD1,NEC,SDM855,Qualcomm,LAVIETabT1212QHD1,8192
himawhl_sprint_wwe,One M9,htc,MSM8994,Qualcomm,htc_himawhl,3072
ARGON,ARGON,NYX_Mobile,SC9863A,Spreadtrum,ARGON,2048
PowerIceEvo,Power Ice EVO,Highscreen,MT6737,Mediatek,PowerIceEvo,2048
INTEX_i1,i1,INTEX,MT6737,Mediatek,INTEX_i1,2048
on5xfltezc,Galaxy On5 2016 时尚版,samsung,MSM8917,Qualcomm,on5xfltechn,2048
BQru-7040G,BQ-7040G,BQru,SC7731E,Spreadtrum,BQru-7040G,2048
ART_3_Lite,ART_3_Lite,YEZZ,SC9832E,Spreadtrum,ART_3_Lite,2048
HERO_9,HERO 9,THANHHUNG_TECHNOLOGY,MT6762D,Mediatek,HERO_9,3072
ECBF22208A,Buffalo 2 Cricket,Cricket,MT6761V/WB,Mediatek,ECBF22208A,3072
FTJ152B,Priori3S,freetel,MT6735P,Mediatek,FTJ152B,2048
C6730,Hydro ICON,kyocera,MSM8926,Qualcomm,C6730,1536
VX,VX,VOTO,MT6739WW,Mediatek,VX,2048
dubai_gr,motorola edge 30,motorola,SM7325,Qualcomm,dubai,6144
Nomi_i5532,Nomi i5532,NOMI,MT6580,Mediatek,Nomi_i5532,2048
S2000,S2000-B0B07,Brisanet,AMLS905X2,Amlogic,S2000,2048
EVA-AL10,P9,HUAWEI,KIRIN950,HiSilicon,HWEVA,4096
FIG-AL10,华为畅享7S,HUAWEI,KIRIN659,HiSilicon,HWFIG-H,3072
PQ4001_eu,Joy 1,vsmart,MSM8937,Qualcomm,PQ4001,3072
RMX2151EEA,realme 7,realme,MT6785,Mediatek,RMX2151L1,4096
bloomxquex,Galaxy Z Flip 5G,samsung,SM8250Pro,Qualcomm,bloomxq,8192
GEN_EEU_P840F12,ZTE BLADE A0620,ZTE,MSM8940,Qualcomm,P840F12,3072
P10SU_Pro,P10SU_Pro,amulet7,T310,Spreadtrum,P10SU_Pro,4096
H633S,CAMON X Pro,TECNO,MT6763,Mediatek,TECNO-CA8,4096
XENON_4K_ATV3,PHILIPPINES,XENON,t32,Mediatek,marina,2048
121903-01,Ranger 5,Trimble,SDM660,Qualcomm,bcat,4096
a10dd,Galaxy A10,samsung,Exynos 7884B,Samsung,a10,2048
BMM443D,BMM443D,BLACKFOX,MT6739CH,Mediatek,BMM443D,2048
a05sddins,Galaxy A05s,samsung,SM6225,QTI,a05s,4096
SEI700L,"South America, Caribbean",FUSE4K,AMLS905Y4,Amlogic,SEI700L,2048
BE8-GL,POP 6 Pro,TECNO,MT6761,Mediatek,TECNO-BE8,2048
kltetu,Galaxy S5,samsung,MSM8974,Qualcomm,klteaio,2048
lt033gxx,Galaxy Note 10.1 2014 Edition,samsung,Exynos 5420,Samsung,lt033g,3072
hltedx,Galaxy Note3,samsung,MSM8674,Qualcomm,hlte,3072
s9311,CANVAS TURBO,WIKO,MT6589T,Mediatek,s9311,2048
r3qzc,Galaxy A90 5G,samsung,SM8150,Qualcomm,r3q,6144
2041ENC,V2053,vivo,MT6833V/ZA,Mediatek,2041,8192
LenovoTB-J606F_RU,Lenovo Tab P11,Lenovo,SDM660,Qualcomm,J606F,4096
NLS-MT6555-GL,NLS-MT6555-GL,Newland,MT6761,Mediatek,NLS-MT6555-GL,3072
PRIME-TECHNICS,Android TV,PRIME-TECHNICS,RTD2851,Realtek,R1,2048
V2236,Y02,vivo,MT6765,Mediatek,V2236,3072
uiw4059meg,XView+,Megacable,BCM72113,Broadcom,uiw4059meg,2048
KSTB6165,KSTB6165,SkyLife,RTD1319,Realtek,KSTB6165,2048
KTC_SHARP_4K_EU_21V2,SHARP,SHARP,t31,Mediatek,zhongshan,2048
1919_EEA,N60Pro,DOOGEE,MT6883,Mediatek,1919,8192
TB-8506X,Lenovo Tab M8 (3rd Gen),Lenovo,MT8768A,Mediatek,TB-8506X,3072
1918_EEA,X98,DOOGEE,MT6761,Mediatek,1918,3072
once,Mi Box,Xiaomi,AMLS905X,Amlogic,once,2048
BRAVIA_VH21_M_TW,BRAVIA VH21,Sony,MT5835,Mediatek,BRAVIA_VH21,4096
degaswifidemozc,Galaxy Tab4 7.0,samsung,PXA1088,Marvell,degaswifi,1536
Wildfire-E1_RU,Wildfire E1 ,HTC,MT6573,Mediatek,Wildfire-E1,2048
Power_3L_ru,Power_3L,Ulefone,MT6739CH,Mediatek,Power_3L,2048
flashlm_lao_com,V50 ThinQ,lge,SM8150,Qualcomm,flashlm,6144
AT11R464_LUKE,AT11R464_LUKE,LUKE,MT8788B,Mediatek,AT11R464_LUKE,8192
BRAVIA_VH2_UC,BRAVIA VH2,Sony,MT5835,Mediatek,BRAVIA_VH2,4096
S40Lite,S40Lite,DOOGEE,MT6580,Mediatek,S40Lite,2048
soraka,Chromebook x2,google,i7-7Y75,Intel,soraka_cheets,4096
gta4xlwifizc,Galaxy Tab S6 Lite,samsung,Exynos 9611,Samsung,gta4xlwifi,4096
JAT-L41EEA,Honor 8A,HONOR,MT6765,Mediatek,HWJAT-M,3072
SUGAR_Y16,SUGAR Y16,SUGAR,MT6739WW,Mediatek,SUGAR_Y16,3072
X75-2021,X750-2021,Premio,SC9832E,Spreadtrum,X75-2021,3072
YAL-L41HEEA,HUAWEI nova 5T Pro,HUAWEI,KIRIN980,HiSilicon,HWYAL,8192
a51xsq,Galaxy A51 5G,samsung,Exynos 980,Samsung,a51x,6144
mondrian_tr,POCO F5 Pro,POCO,SM8475,QTI,mondrian,8192
Flare_J6_Plus,Flare J6 Plus,Cherry_Mobile,MT6739WA,Mediatek,Flare_J6_Plus,2048
nobleltezh,Galaxy Note5,samsung,Exynos 7420,Samsung,nobleltehk,4096
z2_skt_kr,LG G Flex2,lge,MSM8994,Qualcomm,z2,2048
2124T,V2124,vivo,MT6833,Mediatek,2124,8192
P1_2_RU,T10,DOOGEE,T606,Spreadtrum,P1_2,8192
PH8M_HE_5596,Mediasuite,Philips,MT5596,Mediatek,PH8M_HE_5596,2560
BLL-L23,HUAWEI Mate 9 lite,HUAWEI,KIRIN655,HiSilicon,HWBLN-H,3072
my96_DTV,my96 DTV,MyPhone,MT6735V,Mediatek,MyPhone_my96_DTV,2048
a10ekx,Galaxy A10e,samsung,Exynos 7884B,Samsung,a10ekx,2048
F3902,A62,Itel,MT6739WA,Mediatek,itel-A62,2048
Nile_X,Nile X,SICO,MT6750T,Mediatek,Nile_X,4096
ICE,ICE,NYX_Mobile,SC9832A,Spreadtrum,ICE,2048
MinttZ6,MinttZ6,MINTT,T606,Spreadtrum,MinttZ6,6144
BODRUM_Sb,Android TV,Sb,t32,Mediatek,finch,1536
SGA302SH-s,AQUOS wish3,SG,MT6833,Mediatek,SX3,4096
a14mnnxx,Galaxy A14,samsung,MT6769T,Mediatek,a14m,4096
V420A_open,Joy 2+,vsmart,SDM450,Qualcomm,V420A,2048
DongleTV1, DongleTV1 ,GMMZ,AMLS905Y4,Amlogic,DongleTV1,2048
Wolverine_00RU,Nokia 2.4,Nokia,MT6762,Mediatek,WVR,2560
IRA_S2,IRA_S2,Wishtel,SC9832E,Spreadtrum,IRA_S2,2048
IMTM5000R,KCTV,Innopia,AMLS905X4,Amlogic,IMTM5000R,2048
vip6102w_fcgov,VIP6102W FCGOV,ARRIS,BCM7271,Broadcom,vip6102w,2048
OC101,OC101,HIGRACE,A523,Allwinner,OC101_EEA,4096
NOTE_21_EEA,NOTE 21,CUBOT,T606,Spreadtrum,NOTE_21,8192
Mix,Mix,Vfone,SC9832E,Spreadtrum,Mix,2048
T767H_EEA,TCL 20R 5G,TCL,MT6833V/NZA,Mediatek,Buffalo,4096
M2017,M2017,GIONEE,MSM8976SG,Qualcomm,GIONEE_GBL8918,6144
CE9-OP,TECNO CAMON 16 Premier,TECNO,MT6785,Mediatek,TECNO-CE9,8192
C6602_1270-7186,Xperia Z,Sony,APQ8064,Qualcomm,C6602,2048
JKM-LX3,HUAWEI Y9 2019,HUAWEI,KIRIN710,HiSilicon,HWJKM-H,4096
MLA-TL10,G9 Plus,HUAWEI,MSM8953,Qualcomm,HWMLA,4096
Smart_N9,Vodafone Smart N9,A1,MT6739WA,Mediatek,VFD720,2048
P10HD_N5H6,P10HD_N5H6,Teclast,SC9863A,Spreadtrum,P10S_ROW,2048
T40HD_RUS,T40HD_RUS,Teclast,T616,Spreadtrum,T40HD_RUS,8192
9132L,TCL TAB Lite,TCL,MT8766B,Mediatek,Apollo84GUSCC,3072
t816_gq_ulefone,MIX,ulefone,MT6750,Mediatek,t816_gq_ulefone,4096
5029D_TR,Alcatel 3L,Alcatel,MT6762,Mediatek,TokyoPro,4096
maltose_global,Redmi Note 10S,Redmi,MT6785,Mediatek,maltose,6144
M555SB,ARROWS M555,FUJITSU,MSM8926,Qualcomm,M555SB,2048
d1lkt_KT_KR,LG Optimus LTE2,lge,MSM8960,Qualcomm,d1lkt,2048
E455,Nitro 4G,Micromax,MSM8929,Qualcomm,E455,2048
gts9fecs,Galaxy Tab S9 FE 5G,samsung,s5e8835,Samsung,gts9fe,6144
gts7xllitexeea,Galaxy Tab S7 FE,samsung,SM7225,Qualcomm,gts7xllite,4096
AGS2-AL00,华为畅享平板,HUAWEI,KIRIN659,HiSilicon,HWAGS2,3072
fiji,moto e6,motorola,MT6762,Mediatek,fiji,2048
CPH2419,OnePlus 10T 5G,OnePlus,SM8475,QTI,OP5552L1,12288
GK133M3,GK133M3,GHIA,A133,Allwinner,GK133M3,2048
HLTE233E_11,Hisense V50,Hisense,T610,Spreadtrum,HLTE233E_11,4096
NEXG_N71_Plus,NEXG N71 Plus,WALTON,T310,Spreadtrum,NEXG_N71_Plus,4096
WP12,WP12,OUKITEL,MT6761D,Mediatek,WP12,4096
noa_X_plus,noa X Plus,C5_Mobile,SC9863A,Spreadtrum,noa_X_plus,3072
KTC_INDURAMA_4K_SA_21V2,Indurama,INDURAMA,t31,Mediatek,zhongshan,2048
SMART_L104_eea,SMART_L104_eea,iGET,MT8766B,Mediatek,SMART_L104_eea,4096
W-V830-OPE,View4,WIKO,MT6762d,Mediatek,W-V830,3072
2015M,vivo 2015_21,vivo,MT6765,Mediatek,2015,3072
T507U_RU,TCL 408,TCL,MT6762V/CB,Mediatek,Civic_Plus,3072
5164D_RU,TCL 305i,TCL,MT6739WW,Mediatek,Corolla,2048
montana_retlock_n,Moto G (5S),motorola,MSM8937,Qualcomm,montana_n,2048
TGO_TB780i,TGO_TB780i,TABI_by_t_go,A523,Allwinner,TGO_TB780i,4096
a32xsq,Galaxy A32 5G,samsung,MT6853V/NZA,Mediatek,a32x,6144
J7_EEA,J7,CUBOT,MT6580,Mediatek,J7,2048
full_tb8788p1_64_wifi,Mobile360 IVT01,VIA,MT8385,Mediatek,IVT01,4096
HT10LC1MBKWW01,HT10LC1MBKWW01,Hyundai,SC9863A,Spreadtrum,HT10LC1MBKWW01,4096
SVP4KDTV15_CO,BRAVIA 4K 2015,Sony,MT5830,Mediatek,SVP-DTV15,2560
F101_Pro_EEA,F101 Pro,FOSSiBOT,MT6771,Mediatek,F101_Pro,8192
olive_ru,Redmi 8,Xiaomi,SDM450,Qualcomm,olive,3072
P655F30_SG_STH,BLADE V0710,ZTE,MT6755,Mediatek,ZTE_BLADE_V0710,3072
EEA_P720F02_4,5G UG Phone U23,ZTE,T760,Spreadtrum,P720F02,4096
JAT-L21,Honor 8A,HONOR,MT6765,Mediatek,HWJAT-M,3072
a8ltelduzc,Galaxy A8,samsung,MSM8939,Qualcomm,a8ltechn,2048
F21_EEA,F21,ORBYS,MT6765,Mediatek,F21,3072
imeuhl_00089,U12+,htc,SDM845,Qualcomm,htc_imeuhl,6144
Armor_12S,Armor 12S,Ulefone,MT6789,Mediatek,Armor_12S,8192
W555,W555,UNIWA,MT6761,Mediatek,W555,3072
KTC_ROSSO_4K_EU_21V2,ROSSO,ROSSO,t31,Mediatek,zhongshan,2048
AK47,A7,Lenovo,SC9863A,Spreadtrum,AK47,4096
RMX2020EEA,realme C3,realme,MT6769,Mediatek,RMX2020,3072
CN_P963F06,ZTE 8031,ZTE,SC9863A,Spreadtrum,P963F06_A,4096
9081X_CN,TCL TAB 10s,TCL,MT8768E,Mediatek,Odin,4096
D107_EEA,D107,yuntab,SC9863A,Spreadtrum,D107,2048
L671WE_1,L671WE_1,Hisense,MSM8929,Qualcomm,HS8929QC,2048
gta2slteskt,Galaxy Tab A (2017),samsung,MSM8917,Qualcomm,gta2slteskt,2048
KTC_NAKAMICHI_4K_SA_22GV1A,NAKAMICHI,NAKAMICHI,t32,Mediatek,lavender,2048
V2204EF,Y02s,vivo,MT6765,Mediatek,V2204,4096
htccn_chs_cu_ent,D816w,htc,MSM8228,Qualcomm,htc_a5dug,1536
Alfa10LT,Alfa10LT,Hometech,MT8183,Mediatek,Alfa10LT,4096
E1_Africa,Wildfire E1,HTC,MT6573,Mediatek,Wildfire-E1,2048
KSA-L29EEA,HONOR 8S,HONOR,MT6761,Mediatek,HWKSA-M,2048
PE-CL00,PE-CL00,Huawei,KIRIN925,HiSilicon,hwPE,3072
CPH2083,CPH2083,OPPO,MT6765,Mediatek,OP4BFB,3072
DV8219_Indibox,Indonesia,Indibox,AMLS905X,Amlogic,DV8219,2048
JR-500,JR-500,STS-TOTTORI,i.MX6DL,Freescale,JR-500,2048
a20ektt,Galaxy Jean2,samsung,Exynos 7884B,Samsung,a20e,3072
myPhone_Prime_5_EEA,myPhone_Prime_5,myPhone,MT6739WA,Mediatek,myPhone_Prime_5,2048
Flare_S8_Lite,Flare S8 Lite,Cherry_Mobile,MT6763,Mediatek,H1950,2048
X3_13_RW,X3,STK,MT6762,Mediatek,X3,4096
KTC_ENOVA_4K_SA_21V2,Enova,ENOVA,t31,Mediatek,zhongshan,2048
RMX3627,RMX3627,realme,T612,Spreadtrum,RE58AF,3072
RMX1945,realme C2,Realme,MT6762,Mediatek,RMX1945,3072
Power_5_EEA,Power 5 EEA,UMIDIGI,MT6762,Mediatek,Power_5,4096
xcover4seea,Galaxy XCover 4s,samsung,Exynos 7884,Samsung,xcover4s,3072
a16ul_00708,Desire 530,htc,MSM8909,Qualcomm,htc_a16ul,1536
G700-U10,G700-U10,Huawei,MT6589,Mediatek,hwG700-U10,2048
BRAVIA_VH2_JPB,BRAVIA VH2,Sony,MT5835,Mediatek,BRAVIA_VH2,4096
PD1924,V1924A,vivo,SM8150P,Qualcomm,PD1924,8192
TL70,TL70,LEXIBOOK,RK3566,Rockchip,TL70,2048
lima_32_amx,moto g(8) play,motorola,MT6771,Mediatek,lima,4096
5085A,A5,TCL,MT6753,Mediatek,ELSA6,2048
gtaxlltejv,Galaxy Tab A 10.1,samsung,Exynos 7870,Samsung,gtaxllte,2048
WW_I004D,Zenfone 8 Flip,asus,SM8350,Qualcomm,ASUS_I004D,6144
r9qzh,Galaxy S21 FE 5G,samsung,SM8350,Qualcomm,r9q,6144
PD2279J,V2279A,vivo,MT6883,Mediatek,PD2279J,12288
KTC_DIJITSU_4K_DVB_22GV1,DIJITSU,DIJITSU,t31,Mediatek,hongkong,2048
BV5900_EEA,BV5900,Blackview,MT6761,Mediatek,BV5900,3072
Kids_Tab_2,Kids_Tab_2,Achate,MT8183,Mediatek,Kids_Tab_2,4096
gta4xlvexx,Galaxy Tab S6 Lite,samsung,SM7125,Qualcomm,gta4xlve,4096
9295G_EEA,TCL 10 TABMAX 4G,TCL,MT8788A,Mediatek,Transformer_4G,4096
65PB1,65PB1,Vios,SC9863A,Spreadtrum,65PB1,4096
K97,K97,zte,MT8389,Mediatek,K97,2048
CI6n-RU,CAMON 19,TECNO,MT6769V/CZ,Mediatek,TECNO-CI6n,4096
V2249T,Y27,vivo,MT6769Z,Mediatek,V2249,8192
Astro_6S,Astro 6S,Maxwest,MT6739WA,Mediatek,Astro_6S,2048
DVB95EL,ESD,ELSONIC,t31,Mediatek,longshan,2048
A85_2023,A85,Blackview,T606,Spreadtrum,A85,8192
TC58T_TR,TC58,Zebra,QCM6490,Qualcomm,TC58,4096
EEA_P963F05,ZTE 8010,ZTE,SC9863A,Spreadtrum,P963F05,4096
g3_vtr_ca,LG G3,lge,MSM8974AC,Qualcomm,g3,3072
5080D,SHINE LITE,TCL,MT6737,Mediatek,shine_lite,2048
A1_Plus,A1 Plus,GIONEE,MT6757CD,Mediatek,GIONEE_SWW1617,4096
Model_X,Model_X,SUNMAX,SC9832E,Spreadtrum,Model_X,2048
S10_Tank_2019_EEA,S10_Tank_2019,iHunt,MT6739WA,Mediatek,S10_Tank_2019,2048
PMT5771_4G,PMT5771_4G,Prestigio,MT8735,Mediatek,LS10A8L,2048
P606F05_2,ZTE A7050,ZTE,T606,Spreadtrum,P606F05,4096
PEGT00,PEGT00,OPPO,SM7250,Qualcomm,OP4E8F,8192
BRAVIA_AE1_PA,BRAVIA AE M6L,Sony,MT5838,Mediatek,BRAVIA_AE_M6L,6144
P633F08_2,ZTE 7540N,ZTE,MT6833,Mediatek,P633F08,4096
Armor_X10_EEA,Armor X10,Ulefone,MT6771,Mediatek,Armor_X10,4096
C6902_1276-3106,Xperia Z1,Sony,MSM8974,Qualcomm,C6902,2048
a55ml_dtul_htccn_chs_2,E9pw,htc,MT6795,Mediatek,htc_a55ml_dtul,3072
LXX503I,BLAZE 5G,LAVA,MT6833V/ZA,Mediatek,LXX503,4096
AVIC_Z710DAB,Car Navigation,Pioneer,i.MX6,Freescale,AVIC_Z710DAB,2048
X6816C-GL,Infinix HOT 12 Play,Infinix,T610,Spreadtrum,Infinix-X6816C,4096
LenovoTB-Q706F_TR,Lenovo Tab P12 Pro,Lenovo,SDM855,Qualcomm,Q706F,8192
ziyi_eea,Xiaomi 13 Lite,Xiaomi,SM7450,QTI,ziyi,6144
Pixus_Hammer,Pixus_Hammer,Pixus,MT6771,Mediatek,Pixus_Hammer,6144
PD2180E,U5x,vivo,SM6225,QTI,PD2180,4096
SoyMomo_Pro_EU_V1,SoyMomo_Pro_EU_V1,SoyMomo,SC9863A,Spreadtrum,SoyMomo_Pro_EU_V1,2048
ghost_repw,Moto X (1st Gen),motorola,MSM8960,Qualcomm,ghost,2048
Meizu_6T_CN,Meizu 6T,Meizu,MT6750,Mediatek,Meizu6T,3072
v36bml_dugl_00400, HTC Desire 628 dual sim,htc,MT6753,Mediatek,htc_v36bml_dugl,3072
DEMK4117,SN304AE,Cricket,MT6833V/ZA,Mediatek,SN304AE,4096
woods_f,Moto E (4),motorola,MT6737,Mediatek,woods_f,2048
HLTE228E_02, Hisense E50 Lite,Hisense,SC9863A,Spreadtrum,HLTE228E_02,3072
milletlteuc,Galaxy Tab4 8.0,samsung,MSM8926,Qualcomm,milletlteatt,1536
LAIQ_Glam,GLAM,LAIQ,MT6753,Mediatek,LAIQ_Glam,3072
TIT-U02,Y6 Pro,HUAWEI,MT6582,Mediatek,HWTIT-U6582,2048
HY4415-DT-G,TV Box,COSMOTE-TV,AMLS905X4,Amlogic,HY44G,2048
TIG_CO_P639F10,ZTE BLADE A530,ZTE,MT6739WA,Mediatek,P639F10L,2048
ISDB86PR, Smart TV,PRIMA,t56,Mediatek,osaka,1536
a11qub,Galaxy A11,samsung,SDM450,Qualcomm,a11q,3072
C6603_1271-1556,Xperia Z,Sony,APQ8064,Qualcomm,C6603,2048
tolino8,tolino tab 8,TrekStor,Z3735F,Intel,tolino8,2048
griffin_alt,Moto Z,motorola,MSM8996,Qualcomm,griffin,3072
M560_00WW,M808,InFocus,MT6753,Mediatek,ZM1,2048
SKY_B632NUS,SKY_B632NUS,SkyDevices,MT6739CH,Mediatek,SKY_B632NUS,2048
ahannah_retid,moto e5 plus,motorola,MSM8937,Qualcomm,ahannah,2048
M1000D,M1000D,d_light,MT6739WA,Mediatek,M1000,2048
E0120,E0120,Everis,MT8168B,Mediatek,E0120,4096
2058N,V2058,vivo,MT6769T,Mediatek,2058,8192
Plate2_00RU,Nokia 6.1,Nokia,SDM630,Qualcomm,PL2,3072
N107,N107,BMXC,MT6739WA,Mediatek,N107,2048
YI-H02,YI-H02,Yier,SC9863A,Spreadtrum,YI-H02,4096
FLOW_JM_P809F15,ZTE BLADE A6 MAX,ZTE,MSM8909,Qualcomm,P809F15,2048
RMX3242RU,realme narzo 30 5G,realme,MT6883,Mediatek,RE513CL1,8192
efiootabn7a,efiootabn7a,efioo,SC9863A,Spreadtrum,efiootabn7a,3072
8084,ALCATEL 1T 10,Alcatel,MT8321,Mediatek,U3A_10_WIFI_P,2048
CH7-OP,CAMON 18P,TECNO,MT6781V/CD,Mediatek,TECNO-CH7,8192
OnePlus8_CH,OnePlus 8,OnePlus,SM8250,Qualcomm,OnePlus8,12288
RAVOZ_R7,RAVOZ R7,BLUEDIGIT,MT6750,Mediatek,RAVOZ_R7,4096
C16_EEA,C16,OUKITEL,MT6580,Mediatek,C16,2048
NX511J,NX511J,nubia,MSM8939,Qualcomm,NX511J,2048
ALCATEL_ONE_TOUCH_8020D,ALCATEL ONE TOUCH 8020D,TCT,MT6589,Mediatek,SCRIBEPRO,2048
T5,T5,YESTEL,MT6750T,Spreadtrum,T5,4096
kminilteusc,Galaxy S5 Mini,samsung,MSM8928,Qualcomm,kminilteusc,1536
LenovoTB-7504N,Lenovo TAB 7,Lenovo,MT8735,Mediatek,TB-7504N,2048
A83t,A83t,OPPO,MT6763T,Mediatek,A83t,4096
KPad_U2_Pro_EEA,KPad_U2_Pro_EEA,KYASTER,A133,Allwinner,KPad_U2_Pro_EEA,2048
Guophone_XP9800_ru,XP9800,Guophone,MT6750,Mediatek,Guophone_XP9800,2048
HLTE240E_10,Hisense E50 Lite,Hisense,T610,Spreadtrum,HLTE240E_10,4096
AlticeAndroidTV,ADOBox 4K (DIW377),ADO,BCM72127,Broadcom,DIW377_ALT_DO,3072
X6731B-OP,NOTE 30i,Infinix,MT6789V/CD,Mediatek,Infinix-X6731B,8192
GEN_UK_P840F10,ZTE BLADE V0800,ZTE,MSM8940,Qualcomm,ZTE_BLADE_V0800,3072
1913,vivo 1913,vivo,SM8150P,Qualcomm,1913,6144
surfna,moto e6,motorola,SDM435,Qualcomm,surfna,2048
ALCATEL_ONE_TOUCH_6040E,ALCATEL ONE TOUCH 6040E,TCT,MT6589,Mediatek,DIABLOX,2048
