product,marketing_name,brand,cpu,cpu_make,device,memory_mb
Power_2_Pro,Power 2 Pro,LEAGOO,MT6739WA,Mediatek,Power_2_Pro,2048
m53xnsxx,Galaxy M53 5G,samsung,MT6877,Mediatek,m53x,6144
START_S5_EEA,START_S5,meanIT,MT6580M,Mediatek,START_S5,2048
EMIR_Nokia,Android TV,Nokia,t31,Mediatek,shandao,2048
greatqltezm,Galaxy Note8,samsung,MSM8998,Qualcomm,greatqltecmcc,6144
BRAVIA_UR2_4K_EU,BRAVIA 4K UR2,Sony,MT5833,Mediatek,BRAVIA_UR2_4K,3072
6058X,IDOL 5,TCL,MT6753,Mediatek,SIMBA6L,3072
cpy90_g00,R106,Coolpad,MSM8939,Qualcomm,cpy90_g00,2048
kltektt,Galaxy S5,samsung,MSM8974,Qualcomm,kltektt,2048
FTJ152D,Kiwami,FREETEL,MT6795,Mediatek,FTJ152D,3072
L925,HERCLS L925,HERCLS,MT6750,Mediatek,L925,4096
falcon_global_com,LG G7 fit,lge,MSM8996Pro,Qualcomm,falcon,4096
BP_6108,BP_6108,Blaupunkt,A100,Allwinner,BP_6108,2048
cheryl,Razer phone,razer,MSM8998,Qualcomm,cheryl_ckh,8192
apollopro_id,Mi 10T Pro,Xiaomi,SM8250,Qualcomm,apollo,6144
SILVERSTONE-T11,SILVERSTONE-T11,Packard_Bell,SC9863A,Spreadtrum,SILVERSTONE-T11,4096
victara_retar,Moto X (2nd Gen),motorola,MSM8974,Qualcomm,victara,2048
Tab80_RU,Tab 80,Blackview,T606,Spreadtrum,Tab80_RU,4096
TB570ZU_EEA,Lenovo Tab Extreme,Lenovo,MT8798Z/CZA,Mediatek,TB570ZU,12288
c1seea,Galaxy Note20,samsung,Exynos 990,Samsung,c1s,8192
BRAVIA_VH1_TW,BRAVIA VH1,Sony,MT5835,Mediatek,BRAVIA_VH1,4096
Symbol_M1_Plus,Symbol M1Plus,HOTWAV,MT6737,Mediatek,Symbol_M1_Plus,2048
STARXTREM5,STARXTREM 5,ALTICE,MT6753,Mediatek,STARXTREM5,2048
9296G_RU,TCL 10 TABMAX,TCL,MT8788A,Mediatek,Transformer,4096
Discovery_Pro_EEA,Discovery Pro,SPC,T616,Spreadtrum,Discovery_Pro,6144
IS910_1,IS910.1,isafe,MSM8953,Qualcomm,IS910_1,2048
W-K560-EEA,Y61,WIKO,MT6761D,Mediatek,W-K560,2048
BL62_TG,BL62,Bmobile,SC9832E,Spreadtrum,Bmobile_BL62_TG,2048
KKRTK2851GTVDVB_STREAM,STREAM 4K Google TV,STREAM,RTD2851A,Realtek,keoneae,2048
blackjack_reteu,moto g(8) power lite,motorola,MT6765,Mediatek,blackjack,4096
timelm_sb_jp,V60 ThinQ,lge,SM8150,Qualcomm,timelm,8192
Celia,Celia,Ordissimo,SC9863A,Spreadtrum,Celia,4096
soul,Xiaomi TV stick 4K,Xiaomi,AMLS905Y4,Amlogic,soul,2048
F104EvII,F104EvII,Fusion5,MT8168B,Mediatek,F104EvII,3072
P639F10_RU,ZTE BLADE A530,ZTE,MT6739WW,Mediatek,P639F10,2048
P13_Blue_Plus_2022,P13_Blue_Plus_2022,reeder,MT6761,Mediatek,P13_Blue_Plus_2022,4096
OnePlus8Pro_CH,OnePlus 8 Pro,OnePlus,SM8250,Qualcomm,OnePlus8Pro,12288
770G,770G,TOUCH_plus,SC9832E,Spreadtrum,770G,2048
J101-EEA,J101-EEA,JHZL,RK3566,Rockchip,J101-EEA,3072
Hope_00IN,Nokia C21 Plus,Nokia,SC9863A,Spreadtrum,HPE,2048
elitev3,Elite 12 v3,PANASONIC,i.MX6,Freescale,Elitev3_13,4096
T04_emea_gen1,Liquid Z630S,acer,MT6753,Mediatek,acer_t04,3072
BlackTab7_3G_V2,BlackTab7_3G_V2,BLOW,SC7731E,Spreadtrum,BlackTab7_3G_V2,2048
X698-RU,NOTE 11S,Infinix,MT6781V/CD,Mediatek,Infinix-X698,8192
BV6200Pro_EEA,BV6200 Pro,Blackview,MT6765,Mediatek,BV6200Pro,4096
P70W,P70W,ATOZEE,MT8183,Mediatek,P70W,6144
C03_4K_NA,C03_4K_NA,TCL,RTD2851M,Realtek,BeyondTV4,2048
STELLAR_P3,STELLAR P3,ZUUM,SC9863A,Spreadtrum,STELLAR_P3,3072
T80_EEA,T80 EEA,EKEMP,MT8788,Mediatek,T80,4096
NV10,NV10 ,NOVOJOY,SC7731E,Spreadtrum,NV10,2048
NEW_22,NEW_22,VGO_TEL,MT6762V/CB,Mediatek,NEW_22,4096
DUB-AL20,华为畅享9,HUAWEI,SDM450,Qualcomm,HWDUB-Q,4096
TVPLUS_OTT,TV PLUS 4K BOX,TVPLUS,AMLS905Y2,Amlogic,DV6069Y_TVPLUS,2048
TH_65DX400C,TH-65DX400C,Panasonic,MSD6A918,MStar,TH_65DX400C,2048
EH_V10,EH_V10,Smartable,MT6762,Mediatek,EH_V10,3072
BODRUM_Myros,Android TV,Myros,t32,Mediatek,finch,1536
2040N,V2040,vivo,SM6150,Qualcomm,2040,8192
SO-02F,Xperia Z1f,docomo,MSM8974,Qualcomm,SO-02F,2048
pplus_tmo_us,V10,lge,MSM8992,Qualcomm,pplus,4096
m11qub,Galaxy M11,samsung,SDM450,Qualcomm,m11q,3072
PET_8040_H464S,PET_8040_H464S,PEAQ,A133Pro,Allwinner,PET_8040_H464S,4096
MID_799IPS_V13,MID_799IPS_V13,LASER,A133,Allwinner,MID_799IPS_V13,2048
NX659J-EEA,Red Magic 5G,nubia,SM8250,Qualcomm,NX659J-EEA,8192
S59,S59,DOOGEE,MT6762,Mediatek,S59,4096
PD1938C,V1938CT,vivo,Exynos 980,Samsung,PD1938,8192
KKRTK2841GTV_SICON,SICON 2K Google TV,SICON,RTD2841A,Realtek,capitolhill,1536
X_ViewTablet10,X_ViewTablet10,X-View,A133,Allwinner,X_ViewTablet10,2048
TB-JS100A,TB-JS100A,JOYSURF,A133,Allwinner,TB-JS100A,2048
BV6600Pro_EEA,BV6600Pro,Blackview,MT6765,Mediatek,BV6600Pro,4096
LenovoTB-Q706Z_TR,Lenovo Tab P12 Pro,Lenovo,SDM855,Qualcomm,Q706Z,8192
aruba,moto e20,motorola,T606,Spreadtrum,aruba,2048
ZB40_EEA,ZB40_EEA,ZZB,A133,Allwinner,ZB40_EEA,3072
2116,V2116,vivo,MT6781V/CD,Mediatek,2116,8192
CPH2309,A55s 5G,OPPO,SM4350,Qualcomm,OP52EBL1,4096
KTC_REYNA_2K_SA_22GV1,RENYA,REYNA,RTD2841A,Realtek,mountbaker,1536
v341u,Hobson,att,QM215,Qualcomm,v341u,2048
ENT_CL_P840F10,ZTE BLADE V0800,ZTE,MSM8940,Qualcomm,ZTE_BLADE_V0800,3072
CM62,VORTEX CM62,VORTEX,MT6739CH,Mediatek,CM62,2048
on5ltetmo,Galaxy On5,samsung,Exynos 3475,Samsung,on5ltetmo,1536
FZ_X1VUCL,FZ-X1,panasonic,APQ8064,Qualcomm,FZ-X1VUCL,2048
1909,vivo 1909,vivo,SM6150,Qualcomm,1909,8192
LX46,X46,Lava,SC9832,Spreadtrum,LX46,2048
RMX3741TR,realme 11 Pro+ 5G,realme,MT6877V/TTZA,Mediatek,RE58B6L1,8192
HT4P764LB,Eternity_P7,Hyundai,MT6757,Mediatek,HT4P764LB,4096
hiaeuhl_00073,One A9,htc,MSM8952,Qualcomm,htc_hiaeuhl,2048
CPH1803RU,CPH1803RU,OPPO,SDM450,Qualcomm,CPH1803,4096
XP8832,XP8,Sonim,SDM630,Qualcomm,XP8800,4096
hltezh,Galaxy Note3,samsung,MSM8674,Qualcomm,hlte,3072
TC77,TC77,Zebra,SDM660,Qualcomm,TC77,4096
z2_global_com,LG G Flex2,lge,MSM8994,Qualcomm,z2,2048
SmartPad_K7,SmartPad_K7,Byybuo,A133,Allwinner,SmartPad_K7,2048
JP_I006D,Zenfone 8 / ASUS 8Z,asus,SM8350,Qualcomm,ASUS_I006D,6144
iTAB-A1,iTAB-A1,iTAB,SC9832E,Spreadtrum,iTAB-A1,2048
K200,K200,SPURT,MT6763,Mediatek,K200,4096
ViettelBox_B866V2F,B866V2F,Viettel,AMLS905Y4,Amlogic,MediaBox_B866V2F,2048
F52_05,F52,BenQ,MSM8939,Qualcomm,F52,2048
VEIDOO_T40_EEA,VEIDOO_T40_EEA,Veidoo,T618,Spreadtrum,VEIDOO_T40_EEA,6144
LGV33_jp_kdi,Qua phone PX,KDDI,MSM8937,Qualcomm,JSG,2048
Z6255CA,nubia Blade A72,nubia,MT6762,Mediatek,Z6255,4096
X669C-GL,Infinix HOT 30i,Infinix,MT6765H,Mediatek,Infinix-X669C,4096
t03gduoszn,Galaxy Note2,samsung,Exynos 4412,Samsung,t03gchnduos,2048
HWI-TL00,nova 2s,HUAWEI,KIRIN960,HiSilicon,HWHWI,4096
JA3-TBA1006-4,JA3-TBA1006-4,aiwa,MT8788,Mediatek,JA3-TBA1006-4,4096
NEXT_U,NEXT U,IRIS,MT6750T,Mediatek,NEXT_U,3072
MEGAB866V2F,OTT Xview+ AV1,Megacable,AMLS905Y4,Amlogic,B866V2F,2048
MSD9612UK,JVC,JVC,t31,Mediatek,shilin,2048
CPH1919,Reno 10x Zoom,OPPO,SM8150,Qualcomm,OP4845,8192
CPH2483EEA,A78 5G,OPPO,MT6833V/ZA,Mediatek,OP52F3L1,4096
LUNA_T10,LUNA T10,LUNA,MT6762,Mediatek,LUNA_T10,4096
V730_ROW,V730,VALIFONE,MT6765,Mediatek,V730,4096
INTEKS22SS,UHD_S63AT,SKYLIFE,RTD1319,Realtek,INTEKS22SS,3072
H624IN,HOT 7 PRO,Infinix,MT6762,Mediatek,Infinix-X625,3072
potter,Moto G Plus (5th Gen),motorola,MSM8953,Qualcomm,potter,2048
kunlun2,TBD,Lenovo,SDM710,Qualcomm,kunlun2,4096
E1050X,E1050X,MEDION,MT8321,Mediatek,E1050X,2048
cingular_us,One (M8),htc,MSM8974AA,Qualcomm,htc_m8,2048
JP_K007,MeMO Pad 7 (ME572C),asus,Z3560,Intel,K007,2048
a30ks,Galaxy A30,samsung,Exynos 7904,Samsung,a30,4096
a16ul_00600,Desire 530,htc,MSM8909,Qualcomm,htc_a16ul,1536
RIO-AL00,麦芒4,HUAWEI,MSM8939,Qualcomm,hwRIO-AL00,3072
CPH2337,K10 5G,OPPO,MT6833V/ZA,Mediatek,OP52F3L1,4096
SOT21_jp_kdi,Xperia Z2 Tablet,KDDI,MSM8974AB,Qualcomm,SOT21,3072
CPH2483,A78 5G,OPPO,MT6833V/ZA,Mediatek,OP52F3L1,4096
LLD-L31,Honor 9 Lite,HONOR,KIRIN659,HiSilicon,HWLLD-H,3072
HLTE239E_01, HLTE239E ,Hisense,T606,Spreadtrum,HLTE239E_01,4096
R2022_EEA,R2022_EEA,F150,MT6785,Mediatek,R2022,8192
IPBS9510,Inspur,Inspur,AMLS905X,Amlogic,S905,2048
K601,K601,EPIKONE,MT6737M,Mediatek,Spice_K601,2048
gta2xlltedd,"Galaxy Tab A (2018, 10.5)",samsung,SDM450,Qualcomm,gta2xllte,3072
M535_00WW,M535_00WW,InFocus,MT6735,Mediatek,G40,2048
CPH2333TR,A series,OPPO,SM6225,QTI,OP530DL1,8192
a56dj_pro_dtwl_00400,Desire 10 pro,htc,MT6577,Mediatek,htc_a56dj_pro_dtwl,2048
PSP5522DUO,PSP5522DUO,Prestigio,MT6739WA,Mediatek,TL52B5L,2048
beyond0qlteue,Galaxy S10e,samsung,SM8150,Qualcomm,beyond0q,6144
HLTE243E,HLTE243E,Hisense,SC9832E,Spreadtrum,HLTE243E,2048
8TT-A_EEA,8TT-A_EEA,HLLO,MT8766A,Mediatek,8TT-A,4096
MAR-LX1BRU,HUAWEI P30 lite,HUAWEI,KIRIN710,HiSilicon,HWMAR,6144
BP4KISDB,Ecuador,BLAUPUNKT,T22,MStar,hanyang,1536
F6308,S15 Pro(VISION),Itel,SC9863A,Spreadtrum,itel-L6002P,2048
MRA1603,Translation device,Panasonic,MSM8909,Qualcomm,MRA1603,2048
KTC_MOTOROLA_4K_EU_21V2,MOTOROLA,MOTOROLA,t31,Mediatek,zhongshan,2048
dm3qcsx,Galaxy S23 Ultra,samsung,SM8550,QTI,dm3q,8192
BODRUM_Kydos,Android TV,Kydos,t32,Mediatek,finch,1536
cepheus_eea,MI 9,Xiaomi,SDM855,Qualcomm,cepheus,6144
NX563J,NX563J,nubia,MSM8998,Qualcomm,NX563J,6144
KALLEY_FFM,Android TV,KALLEY,RTD2851M,Realtek,R4,2048
KII-L22,GR5,HUAWEI,MSM8939,Qualcomm,HWKII-Q,2048
F31M,F31M,Hisense,MSM8937,Qualcomm,HS8937QC,3072
NGM_P550,P550,NGM,MT6735P,Mediatek,NGM_P550,1028
Falcon_00WW,Nokia X30 5G,Nokia,SM6375,QTI,FCN_sprout,6144
WW_I005D,ROG Phone 5,asus,SM8350,Qualcomm,ASUS_I005_1,16384
KKRTK2841GTV_imarflex,imarflex 2K Google TV,imarflex,RTD2841A,Realtek,capitolhill,1536
i6200Series,i6200Series,Urovo,SDM660,Qualcomm,i6200Series,4096
PDM680,PDM680,Hytera,SDM660,Qualcomm,PDM680,4096
5099Y,ALCATEL 3V,TCL,MT8735,Mediatek,A3A_XL_4G,2048
IF9002_IN,IF9002,InFocus,MT6737,Mediatek,AB2,3072
LZG404I,YUVA,LAVA,MT6761,Mediatek,LZG404,2048
M620,M620,Huawei,Hi3620,HiSilicon,M620,2048
RC8T3G21,RC8T3G21,RCA,SC7731E,Spreadtrum,RC8T3G21,2048
P85T_ROW,P85T_ROW,Teclast,A523,Allwinner,P85T,4096
6002J,Alcatel 1V,Alcatel,MT6761,Mediatek,Cruze_Lite,2048
SMART_G81H,SMART_G81H,iGET,MT8321,Mediatek,SMART_G81H,2048
P7_A1,P7,PRITOM,A100,Allwinner,P7_A1,2048
5053Y,Alcatel 3,TCL,SDM439,Qualcomm,Gauss,3072
2006G,X50 Pro,vivo,SM7250,Qualcomm,2006,8192
MyboxAndroidMyboxTV,MyboxAndroidMyboxTV,Mybox4KTV,AMLS905Y4,Amlogic,MyboxAndroidMyboxTV,2048
RMX3430T2,realme narzo 50A,realme,MT6769,Mediatek,RED8AF,4096
NotePad_Y80,NotePad_Y80,Dragon_Touch,RK3326,Rockchip,NotePad_Y80,2048
HP4022-DIRECTVLA,OTT-01,DIRECTV,AMLS905X2,Amlogic,HP40A,2048
DVB99OB,Smart TV ,oboni,t32,Mediatek,changi,2048
lotus_ru,MI PLAY,xiaomi,MT6765,Mediatek,lotus,4096
HP20_EEA,HP20,HAOVM,SC9863A,Spreadtrum,HP20,3072
M02,arrows M02,FUJITSU,MSM8916,Qualcomm,M02,2048
t777_dg_m1_65_n,S60 Lite,DOOGEE,MT6750T,Mediatek,t777_dg_m1_65_n,4096
YC-102D_EEA,YC-102D,gpelectronic,RK3368,Rockchip,YC-102D,2048
BV5500Pro,BV5500Pro,Blackview,MT6739CH,Mediatek,BV5500Pro,3072
SW6H_Philco_NF,Philco Smart plus TV,Philco,t32,Mediatek,SW6H,2048
RMX2142,realme X50m 5G,realme,SM7250,Qualcomm,RMX2142CN,6144
HP4622-MBC,PRO,MBC-NOW,AMLS905Y4,Amlogic,HP46E,2048
VIA_G3,VIA_ G3,Casper,MT6762,Mediatek,VIA_G3,3072
FZ_N1EVU_E,FZ-N1,panasonic,SDM660,Qualcomm,FZ-N1EVU,3072
X680E-OP,Infinix HOT 9 Play ,Infinix,MT6762d,Mediatek,Infinix-X680E,3072
T781K_EEA,TCL 20 5G,TCL,SM6350,Qualcomm,Irvine,6144
KTC_KENWOOD_2K_SA_22GV1,Kenwood,KENWOOD,RTD2841A,Realtek,mountbaker,1536
a7y17ltexx,Galaxy A7(2017),samsung,Exynos 7880,Samsung,a7y17lte,3072
BORA,BORA,REGAL,MT8168B,Mediatek,BORA,3072
5701,ADVAN G2 plus,ADVAN,MT6580,Mediatek,ADVAN_5701,3072
Note_13s128,Note_13s128,INOI,T606,Spreadtrum,Note_13s,4096
sti6220d315,Stream TV,Verizon,AMLS905X4,Amlogic,sti6220d315,2048
ATU-AL10,华为畅享8e,HUAWEI,MSM8937,Qualcomm,HWATU-QC,3072
GN3001L,GN3001L,GIONEE,MT6750,Mediatek,GiONEE_GBL7523,3072
G1_Max_EEA,G1 Max EEA,UMIDIGI,T610,Spreadtrum,G1_Max,6144
P8100,P8100,Urovo,SDM450,Qualcomm,P8100,4096
CPH2415,N/A,OnePlus,SM8475,QTI,OP5552L1,12288
Note_12Pro,Note 12Pro,soda,MT6765,Mediatek,Note_12Pro,4096
Z965,Vesta,ZTE,MSM8917,Qualcomm,proline,2048
OZUM_NewPol,Google TV,NewPol,t31,Mediatek,kowloon,2048
A140,A140,Acepad,SC9863A,Spreadtrum,A140,3072
BL63,BL63,Bmobile,SC9832E,Spreadtrum,Bmobile_BL63,2048
AVIC_BZ500,B.PROカーナビ,Pioneer,i.MX6,Freescale,AVIC_BZ500,2048
connect_2,connect_2,g-mee,SC9832E,Spreadtrum,connect_2V,2048
LE6-TR,POVA Neo,TECNO,MT6762V/WD,Mediatek,TECNO-LE6,4096
5053Y_EEA,Alcatel 3,TCL,SDM439,Qualcomm,Gauss,3072
Tab11WiFi_RU,Tab11WiFi_RU,Blackview,MT8183,Mediatek,Tab11WiFi_NEU,8192
R8106s,R8106,OPPO,MSM8939,Qualcomm,R5,2048
brask,Intel Alder Lake Chromebox,google,i3-1215U,Intel,brask_cheets,4096
zc4455v_orr,TV Box,ARRIS,BCM72115,Broadcom,zc4455v_orr,2048
OPT_AU_Z6621O,Z6621O,ZTE,SC9863A,Spreadtrum,Z6621O,2048
M812A_00WW,M812A,InFocus,MSM8974AC,Qualcomm,VN2,3072
Pad60_EEA,Pad60_EEA,OSCAL,RK3326,Rockchip,Pad60_EEA,3072
Picopad_GGT,Picopad_GGT,AXIOO,MT8163,Mediatek,Picopad_GGT,2048
Tesla_9_3_EEA,Tesla_9_3,Tesla,MT6762,Mediatek,Tesla_9_3,4096
M530_00WW,M530,InFocus,MT6595,Mediatek,G20,2048
laoshan-emA,laoshan-Akino,AKINO,MT5597,Mediatek,laoshan,2048
VSBL_Z6201V,Z6201V,ZTE,MT6761,Mediatek,Z6201,3072
XP9904,XP10,Sonim,SM4350,Qualcomm,XP9900,6144
MTCMSD6886US_Hansung,Hansung,Hansung,T22,MStar,seocho,1536
C37,C37,DEXP,SC7731E,Spreadtrum,C37,2048
KTC_STARSHINE_2K_EU_22GV1,STARSHINE,STARSHINE,RTD2841A,Realtek,mountbaker,1536
Plane_8580_4G,Digma Plane 8580 4G PS8199ML,DIGMA,MT8735,Mediatek,PS8199ML,2048
Digital_Life,P3,DTV,BCM7268,Broadcom,Digital_Life_P3,2048
PBFM00,A7,OPPO,SDM450,Qualcomm,PBFM00,3072
LC7-TR, Pouvoir 4,TECNO,MT6761,Mediatek,TECNO-LC7,3072
F106L,F106L,GIONEE,MT6737,Mediatek,GIONEE_SW17G03,2048
PD2230M2,Y53t,vivo,MT6833,Mediatek,PD2230,8192
a16ul_00163,Desire 530,htc,MSM8909,Qualcomm,htc_a16ul,1536
LRNS10REW0,LRNS10REW0,BYJUS,MT8788B,Mediatek,LRNS10WIFI,3072
YUREKAS,YUREKAS,YU,MSM8939,Qualcomm,YUREKAS,3072
A7H_EEA,A7H,Elephone,MT6763,Mediatek,A7H,4096
HIMAX_K1,M25s,HIMAX,MT6737,Mediatek,HIMAX_K1,2048
a16ul_00619,Desire 530,htc,MSM8909,Qualcomm,htc_a16ul,1536
REA-NX9,REA,HONOR,SM7450,QTI,HNREA,8192
T781H_EEA,TCL 20 5G,TCL,SM6350,Qualcomm,Irvine,6144
j7topeltevzwpp,Galaxy J7,Verizon,Exynos 7884,Samsung,j7topeltevzw,2048
SH-04L,AQUOS R3 SH-04L,DOCOMO,SM8150,Qualcomm,SH-04L,6144
S23_US_B,S23_US_B,SEBBE,T310,Spreadtrum,S23_US_B,3072
vicky_g_sysn,moto g72,motorola,MT6789V/CD,Mediatek,vicky,4096
B860HV5_Telkom,Indonesia,IndiHome,AMLS905X2,Amlogic,B860HV5_Telkom,2048
HAFURY_MIX,HAFURY MIX,HAFURY,MT6580,Mediatek,HAFURY_MIX,2048
a5xelteub,Galaxy A5(2016),samsung,Exynos 7580,Samsung,a5xelte,2048
j5x3gjv,Galaxy J5(2016),samsung,MSM8216,Qualcomm,j5x3g,2048
LMG01,Z2,Lava,MT6765G,Mediatek,LMG01,2048
MINIX_NEO_T5,MINIX NEO T5,MINIX,AMLS905X2,Amlogic,DV8553,2048
Spider_A10,Spider_A10,Spider,A133,Allwinner,Spider_A10,2048
Z11MK,Z11MK,Viper,MT8168B,Mediatek,Z11MK,3072
VCT9R5A78R,VCT9R5A78R,VENTURER,MT8768B,Mediatek,VCT9R5A78R,4096
v1awifizs,Galaxy Note Pro 12.2,samsung,Exynos 5420,Samsung,v1awifi,3072
S60Pro,S60Pro,OSCAL,MT6762,Mediatek,S60Pro,4096
SGIN_X10,SGIN_X10,SGIN,T618,Spreadtrum,SGIN_X10,6144
HLTE235E_12,Hisense E60 Lite,Hisense,SC9863A,Spreadtrum,HLTE235E_12,2048
Tab_M12,Tab_M12,PAWBO,MT8768A,Mediatek,Tab_M12,4096
S2,S2,BLUBOO,SC9863A,Mediatek,WBL7519SY,4096
X676B-EU,Infinix NOTE 12 PRO,Infinix,MT6785,Mediatek,Infinix-X676B,8192
M12A,M12A,LEAGOO,MT6739WW,Mediatek,M12A,2048
LIVONA,R3,LIVONA,RTD2851M,Realtek,R3,2048
ZN129T,S96GT,DOOGEE,MT6785,Mediatek,S96Pro,8192
L651_Light,L651_Light,HYUNDAI,SC9863A,Spreadtrum,L651_Light,2048
RMX3750,realme narzo 60 5G,realme,MT6833,Mediatek,RE58B1L1,6144
P618F06_1,ZTE 9045,ZTE,T618,Spreadtrum,P618F06,4096
P8100_RU,P8100,Urovo,SDM450,Qualcomm,P8100,4096
TB-8506F_GO,Lenovo Tab M8 (3rd Gen),Lenovo,MT8768A,Mediatek,TB-8506F,3072
PioneerPHIT,HP BRIDGE,hp,SDM660,Qualcomm,Pioneer,3072
C2A,Micromax C2A,Micromax,MT6737T,Mediatek,C2A,2048
BRAVIA_ATV3_4K_HK,BRAVIA 4K GB ATV3,Sony,MT5832,Mediatek,BRAVIA_ATV3_4K,2560
A663L-ZAVC,A05s,Itel,SC9863A,Spreadtrum,itel-A663L,2048
S35H_EEA,S35,DOOGEE,MT6761,Mediatek,S35H,3072
V2237M_RU,T2,vivo,MT6789,Mediatek,V2237,8192
P13_Blue_Max_PL,P13 Blue Pro Lite,Reeder,MT6762d,Mediatek,P13_Blue_Max_PL,3072
RMX3370T2,realme GT Neo2 5G,realme,SM8250ac,Qualcomm,RE879AL1,8192
MSD9612PA_KODAK,KODAK,KODAK,t31,Mediatek,shilin,2048
a12snsser,Galaxy A12,samsung,Exynos 850,Samsung,a12s,3072
S5,S5,SG,SDM450,Qualcomm,zeon_sprout,3072
MS255,lxion MS255,DEXP,MT6737,Mediatek,MS255,2048
J6_EEA,J6_EEA,JUSYEA,A133,Allwinner,J6_EEA,4096
ERGO22_eea,ERGO22,generaltouch,RK3399,Rockchip,ERGO22,4096
NLS-MT9052-GL,NLS-MT9052-GL,Newland,MT6739CH,Mediatek,NLS-MT9052-GL,2048
WW_AI2201,ROG Phone 6 (AI2201),asus,SM8475,QTI,ASUS_AI2201,16384
XDDGM10,XDDGM10,XD-Enjoy,RK3562,Rockchip,XDDGM10,4096
Pro_V1,SoyMomo_Pro_V1,SoyMomo,SC9863A,Spreadtrum,Pro_V1,2048
a7xelteskt,Galaxy A7(2016),samsung,Exynos 7580,Samsung,a7xelteskt,3072
SEI700DMN,DH4KV1,DishHome,AMLS905Y4,Amlogic,SEI700DMN,2048
chagallwifizs,Galaxy Tab S 10.5,samsung,Exynos 5420,Samsung,chagallwifi,3072
L39t_1278-2613,Xperia Z1,Sony,MSM8974,Qualcomm,L39t,2048
X6811-TR,Infinix ZERO X Pro,Infinix,MT6785,Mediatek,Infinix-X6811,8192
LumePadGen2,Lume Pad,LeiaInc,SM8350,Qualcomm,LumePad,8192
MYSTIC_NFF,R3_GTV,MYSTIC,RTD2851M,Realtek,R4_GTV,2048
K113_EEA,	K113_EEA,Meize,A133,Allwinner,K113_EEA,2048
geehrc_tcl_mx,LG Optimus G,lge,APQ8064,Qualcomm,geehrc,2048
RT101A,RT101A,ATHESI,RK3399,Rockchip,RT101A,4096
NX569J,NX569J,nubia,MSM8952,Qualcomm,NX569J,4096
LED48K380U,LED48K380U,Hisense,MSD6A918,MStar,msd6a918,1536
T113_eea,T113_eea,WINNOVO,MT8163,Mediatek,T113,3072
PRESIDENT_GOLD_9,PRESIDENT_GOLD_9,GFIVE,MT6739WA,Mediatek,PRESIDENT_GOLD_9,2048
HiPad_XPro_EEA,HiPad_XPro_EEA,CHUWI,T616,Spreadtrum,HiPad_XPro_EEA,6144
gta4lwifieea,Galaxy Tab A7,samsung,SM6115,Qualcomm,gta4lwifi,3072
KTC_VON_4K_EU_21V2,VON,VON,t31,Mediatek,zhongshan,2048
DT10_EEA,DT10,HotPepper,A133,Allwinner,DT10_EEA,2048
INTEX_AQUA_S3,INTEX_AQUA_S3,INTEX,SC9832A,Spreadtrum,INTEX_AQUA_S3,2048
LG8n-TR,TECNO POVA 4 Pro,TECNO,MT6785V/WV,Mediatek,TECNO-LG8n,8192
EF400,EF400,Bluebird,MSM8916,Qualcomm,EF400,2048
TW102,TW102,SENSE,QM215,Qualcomm,TW102,2048
Z815,Fanfare 2,ZTE,MSM8909,Qualcomm,sheen,4096
MobiGo2PQ_AT,MobiGo 2+,MobiIoT,MT8766A,Mediatek,MobiGo2P,3072
F9S_US_2G,F9S,FreeYond,SC9863A,Spreadtrum,F9S,2048
duo2,Surface Duo 2,surface,SM8350,Qualcomm,duo2,8192
montana_cmcc,Moto G (5S),motorola,MSM8937,Qualcomm,montana,2048
5031J,Alcatel 1B,Alcatel,MT6761,Mediatek,Kona,2048
LF7n-OP,TECNO POVA 3,TECNO,MT6769,Mediatek,TECNO-LF7n,4096
visionbook_P55_LTE,UMAX,UMAX,MT6737,Mediatek,visionbook_P55_LTE,2048
a17uhl_00619,Desire 650,htc,MSM8928,Qualcomm,htc_a17uhl,2048
UC_TK03,UC_TK03,UNNIC,A50,Allwinner,UC_TK03,2048
AOC3M_AP_T32,AOC Google TV TA7,AOC,t32,Mediatek,PH3M_AL_T32,2048
404SC,Galaxy S6 Edge,SBM,Exynos 7420,Samsung,404SC,3072
trhpltexx,Galaxy Note4,samsung,Exynos 5433,Samsung,trhplte,3072
E4Pro,E4Pro,ENIE,MT6739CH,Mediatek,E4Pro,2048
SW6H_Toush,4K FF SMART TV,Toush,t32,Mediatek,SW6H,2048
XQ-BC72_CN,Xperia 1 III,Sony,SM8350,Qualcomm,XQ-BC72,12288
himauhl_tmo_nl,One M9,htc,MSM8994,Qualcomm,htc_himauhl,3072
FS8026_VN,SHARP A2 Lite,Sharp,MT6737,Mediatek,SJ3,2048
C6802,Xperia Z Ultra,Sony,MSM8974,Qualcomm,C6802,2048
Symphony_Z50,Symphony_Z50,Symphony,MT6757,Mediatek,Symphony_Z50,4096
TC26MG_RU,Zebra Technologies TC26,Zebra,SDM660,Qualcomm,TC26,3072
BV4900_RU,BV4900,Blackview,MT6761,Mediatek,BV4900,3072
Tab10WiFi_EEA,Tab 10 WiFi,Blackview,MT8788,Mediatek,Tab10WiFi,8192
TB370FU_EEA,Lenovo Tab P12,Lenovo,MT8791V/T,Mediatek,TB370FU,4096
Power_Armor_19,Power Armor 19,Ulefone,MT6789,Mediatek,Power_Armor_19,8192
