manufacturer,brand,product,device,marketing_name,cpu_model,cpu_make,ram_mb
samsung,samsung,ks02ltedd,ks02lte,Galaxy Golden,MSM8930AB,Qualcomm,1536
samsung,samsung,mprojectqltexx,mprojectqlte,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,u0ltezt,u0lte,Galaxy Camera,Exynos 4412,Samsung,2048
samsung,samsung,u0lteue,u0lte,Galaxy NX,Exynos 4412,Samsung,2048
samsung,samsung,meliusltevl,meliusltecan,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,meliuslteusc,meliuslteusc,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,serranolteusc,serranolteusc,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,meliuslteuc,meliuslteatt,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,lt02ltedx,lt02lte,Galaxy Tab3 7.0,MSM8930AB,Qualcomm,1536
samsung,samsung,meliusltespr,meliusltespr,Galaxy Mega 6.3,MSM8930AB,Qualcomm,1536
samsung,samsung,serranoltektt,serranoltektt,Galaxy S4 Mini ,MSM8930AB,Qualcomm,1536
samsung,samsung,meliuslteMetroPCS,meliuslteMetroPCS,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,serranoltekx,serranoltekx,Galaxy S4 Mini,MSM8930,Qualcomm,1536
samsung,samsung,konaltexx,konalte,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifixx,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gdd,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gxx,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gub,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifiue,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gjt,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifixxx,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,serranoltevzw,serranoltevzw,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,mprojectlteskt,mprojectlteskt,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,mprojectltelgt,mprojectltelgt,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,mprojectlteub,mprojectlteatt,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,mprojectltektt,mprojectltektt,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,lt02ltespr,lt02ltespr,Galaxy Tab3 7.0 ,MSM8930AB,Qualcomm,1536
samsung,samsung,serranoltespr,serranoltespr,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,jfwifixx,jfwifi,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,jftddzh,jftdd,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,crater3gctc,crater3gctc,Galaxy Mega 5.8,MSM8630,Qualcomm,1536
samsung,samsung,spcwifiany,spcwifiany,Homesync,Exynos 5250,Samsung,2048
samsung,samsung,mproject3gxx,mproject3g,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,craterxx,crater,Galaxy Mega 5.8,BCM28155,Broadcom,1536
samsung,samsung,meliusltektt,meliusltektt,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,melius3gxx,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,meliusltezh,meliuslte,Galaxy Mega 6.3,MSM8930AB,Qualcomm,1536
samsung,samsung,melius3gzc,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,melius3gzn,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,meliusltelgt,meliusltelgt,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,melius3gzm,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,meliuslteskt,meliuslteskt,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,melius3gzt,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,meliusltexx,meliuslte,Galaxy Mega 6.3,MSM8930AB,Qualcomm,1536
samsung,samsung,melius3gdd,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,serranoltexx,serranolte,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,melius3gduosctc,melius3gduosctc,Galaxy Mega 6.3,MSM8630,Qualcomm,1536
samsung,samsung,lt01wifixx,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,melius3gub,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,jfltetfntmo,jfltetfntmo,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,melius3gxxx,melius3g,Galaxy Mega 6.3,MSM8930,Qualcomm,1536
samsung,samsung,jflteaio,jflteaio,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,lt013gxx,lt013g,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,jfltecsfbzm,jflte,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,mproject3gzn,mproject3g,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,serranodsub,serranods,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,craterzc,crater,Galaxy Mega 5.8,BCM28155,Broadcom,1536
samsung,samsung,lt013gzs,lt013g,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,craterzs,crater,Galaxy Mega 5.8,BCM28155,Broadcom,1536
samsung,samsung,serrano3gdx,serrano3g,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,serranolteub,serranolte,Galaxy S4 Mini ,MSM8930AB,Qualcomm,1536
samsung,samsung,craterssub,craterss,Galaxy Mega 5.8,BCM28155,Broadcom,1536
samsung,samsung,serranodsdd,serranods,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,cratertd3gzm,cratertd3g,Galaxy Mega 5.8,MSM8230,Qualcomm,1536
samsung,samsung,craterub,crater,Galaxy Mega 5.8,BCM28155,Broadcom,1536
samsung,samsung,mproject3gub,mproject3g,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,serrano3gxx,serrano3g,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,serranoltevj,serranolte,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,lt013gzc,lt013g,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,serrano3gzs,serrano3g,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,lt01wifizc,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,serranodsxx,serranods,Galaxy S4 Mini,MSM8230AB,Qualcomm,1536
samsung,samsung,lt01wifizt,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,serranoltebmc,serranoltebmc,Galaxy S4 Mini,MSM8930,Qualcomm,1536
samsung,samsung,serrano3gub,serrano3g,Galaxy S4 Mini  ,MSM8230AB,Qualcomm,1536
samsung,samsung,serranoltedv,serranolte,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,lt01ltezh,lt01lte,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,mproject3gzs,mproject3g,Galaxy S4 Zoom,Exynos 4212,Samsung,1536
samsung,samsung,serranolteldu,serranolte,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,serranoltedf,serranolte,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,samsung,lt013gjv,lt013g,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,jactiveltexx,jactivelte,Galaxy S4 Active,APQ8064,Qualcomm,2048
samsung,samsung,lt01ltexx,lt01lte,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,jactiveltevj,jactivelte,Galaxy S4 Active,APQ8064,Qualcomm,2048
samsung,samsung,lt013gub,lt013g,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,lt01wifiub,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,lt01wifiue,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,lt01wifikx,lt01wifikx,Galaxy Tab3,Exynos 4212,Samsung,1536
samsung,samsung,lt01wifixxx,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,lt01ltedv,lt01lte,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,lt01wifikx,lt01wifi,Galaxy Tab3 8.0,Exynos 4212,Samsung,1536
samsung,samsung,jfltevzw,jfltevzw,Galaxy S4,APQ8064,Qualcomm,2048
samsung,samsung,jactivelteskt,jactivelteskt,Galaxy S4 Active,MSM8974,Qualcomm,2048
samsung,samsung,wilcoxltexx,wilcoxlte,Galaxy Express2,MSM8930AB,Qualcomm,1536
samsung,samsung,wilcoxltezh,wilcoxlte,Galaxy Express2,MSM8930AB,Qualcomm,1536
samsung,samsung,lt02ltetmo,lt02ltetmo,Galaxy Tab3 7.0,MSM8930AB,Qualcomm,1536
samsung,samsung,serranovolteuc,serranovolteatt,Galaxy S4 Mini ,MSM8930,Qualcomm,1536
samsung,samsung,serranoltelra,serranoltelra,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,Verizon,serranoltevzw,serranoltevzw,Galaxy S4 Mini,MSM8930AB,Qualcomm,1536
samsung,KDDI,SCL21,SCL21,Galaxy S3 Progre,MSM8960,Qualcomm,2048
samsung,samsung,t0ltedcm,t0ltedcm,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,samsung,t0ltezs,t0lte,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,samsung,t03gxxx,t03g,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,samsung,t0lteatt,t0lteatt,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltexx,p4notelte,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4notelteskt,p4notelteskt,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltelgt,p4noteltelgt,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltespr,p4noteltespr,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltektt,p4noteltektt,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,t03gduoszn,t03gcuduos,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,samsung,t03gduosizn,t03gcuduos,Galaxy Note2,Exynos 4412,Samsung,2048
samsung,Verizon,p4noteltevzw,p4noteltevzw,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltexd,p4notelte,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,m3dcm,m3dcm,Galaxy S3,MSM8960,Qualcomm,2048
samsung,samsung,d2tfnspr,d2tfnspr,Galaxy S3,MSM8960,Qualcomm,2048
samsung,samsung,d2tfnvzw,d2tfnvzw,Galaxy S3,MSM8960,Qualcomm,2048
samsung,samsung,superiorlteskt,superiorlteskt,Galaxy Pop,Exynos 4412,Samsung,2048
samsung,samsung,p4notelteusc,p4notelteusc,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,p4noteltevj,p4notelte,Galaxy Note 10.1,Exynos 4412,Samsung,2048
samsung,samsung,konawifizc,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,gardave3gzm,gardave3gcmcc,Galaxy Trend2,SC8825,Spreadtrum,4096
samsung,samsung,konalteatt,konalteatt,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gzc,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,kona3gzt,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifizt,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifizs,konawifi,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konaltezh,konalte,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konawifiany,konawifiany,Galaxy Note 8.0,SC54412,Spreadtrum,2048
samsung,samsung,kona3gzs,kona3g,Galaxy Note 8.0,Exynos 4412,Samsung,2048
samsung,samsung,konaltevl,konaltecan,Galaxy Note 8.0,Exynos 4412,Samsung,1832
samsung,samsung,t0ltevzw,t0ltevzw,Galaxy Note2,Exynos 4412,Samsung,2048
LANGO,Promethean,OPS-A1,XM3566D,Promethean OPS-A1,RK3566,Rockchip,4096
BenQ,BenQ,TEY1A,TEY1A,TEY1A,MT8195,Mediatek,8192
LANGO,ViewSonic,VPC-A31-O1,VPC-A31-O1,VPC-A31-O1,MT8195VV,Mediatek,8192
LANGO,LANGO,OPS-8195A,OPS-8195A,LANGO OPS8195,MT8195,Mediatek,8192
Elo Touch Solutions,Elo,Backpack-4,Backpack-4,Backpack-4,SDA660,Qualcomm,4096
TES,MicroTouch,IDC_Series,IDC_Series,IDC_Series,MT8390AV/A,Mediatek,8192
Wiseasy,Wiseasy,Nano6,Nano6,Nano 6,QCM2290,Qualcomm,4096
Wiseasy,Wiseasy,P5,P5,Wiseasy P5,QCM2290,Qualcomm,4096
Telpo,Telpo,M1K,M1K,M1K,MT8766A,Mediatek,3072
Kammunica,Kammunica,Kammunica_800,Kammunica_800,Kammunica_800,MT6739WW,Mediatek,3072
KAICOM,KAICOM,K7-40,K7-40,K7-40,MT6762,Mediatek,4096
BioRugged GTL,BioWolf,DEZ,DEZ,DEZ,MT8788,Mediatek,6144
Hisense,Hisense,huaihe_H,huaihe,86MR6DE,AMLA311D2,Amlogic,4096
Hisense,Hisense,huanghe_H,huanghe,65MR6DE,AMLA311D2,Amlogic,4096
Hisense,Hisense,changjiang_H,changjiang,75MR6DE,AMLA311D2,Amlogic,4096
BenQ,BenQ,RM7504,RM7504,RM7504,AMLA311D2,Amlogic,8192
CHUWI,CHUWI,HiPad_Max,HiPad_Max,HiPad Max,SM6225,QTI,8192
BYYBUO,BYYBUO,SmartPad_T10_EU,SmartPad_T10_EU,SmartPad_T10_EU,MT6769Z,Mediatek,3072
TECNOMASTER,TECNOMASTER,TEC-M1310,TEC-M1310,TEC-M1310,MT6769,Mediatek,6144
Sky_Devices,Sky_Devices,Elite_T10A,Elite_T10A,Elite T10,T618,Spreadtrum,4096
iMin,iMin,Swift_1_EEA,I22M01,Swift 1,SC9863A,Spreadtrum,4096
KYOCERA,KYOCERA,K5G-C-100A,K5G-C-100A,K5G-C-100A,SM8250,Qualcomm,8192
Wiseasy,Wiseasy,P5_EEA,P5,P5_EEA,QCM2290,Qualcomm,4096
Wiseasy,Wiseasy,Nano6_EEA,Nano6,WISEASY N6,QCM2290,Qualcomm,4096
ZOLON,ZOLON,M9200_ZL,M9200,M9200,QCS2290,Qualcomm,2048
gm,gm,aegean,aegean,VCU,SA8155P,Qualcomm,8192
FOLG,FOLG,S18,S18,S18,T606,Spreadtrum,4096
WHOOP,WHOOP,TAB-10US,TAB-10US,TAB-10US,T310,Spreadtrum,3072
UMIX,UMIX,T1,T1,T1,SC9863A,Spreadtrum,3072
onn,onn,100110603_CA,100110603,10.4“ Tablet Pro,MT8768WA,Mediatek,3072
onn,onn,100110603,100110603,10.4“ Tablet Pro,MT8768WA,Mediatek,3072
OPPO,OPPO,OPD2201,OP5989,OPPO Pad 2,MT8798Z/CNZA,Mediatek,8192
LANIX,LANIX,ILIUM_PAD_RX8_v5,ILIUM_PAD_RX8_v5,ILIUM_PAD_RX8_v5,SC7731E,Spreadtrum,2048
skythtek,Verifone,IX90_CQA1103_EEA,IX90_CQA1103_EEA,IX90_CQA1103_EEA,A133,Allwinner,2048
hena,Byybuo,SmartPad_A70W,SmartPad_A70W,SmartPad_A70W,A133,Allwinner,2048
hena,LVILLE,TPC1013,TPC1013,TPC1013,A133,Allwinner,2048
TABI_by_t_go,TABI_by_t_go,TGO_TB1001_2R,TGO_TB1001_2R,TGO_TB1001_2R,A133,Allwinner,2048
YEZZ,YEZZ,EPIC_3_MAX,EPIC_3_MAX,EPIC_3_MAX,A133,Allwinner,2048
skythtek,Byybuo,SmartPad_A10_L,SmartPad_A10_L,SmartPad_A10_L,A133,Allwinner,2048
hena,Byybuo,SmartPad_A70W_EU,SmartPad_A70W_EU,SmartPad_A70W_EU,A133,Allwinner,2048
skythtek,G_Anica,HL_1088_A133P,HL_1088_A133P,HL_1088_A133P,A133,Allwinner,2048
skythtek,LVILLE,TPC1013_EEA,TPC1013_EEA,TPC1013_EEA,A133,Allwinner,2048
skythtek,DOMATON,D718,D718,D718,A133,Allwinner,2048
skythtek,archos,ACT101HD3_WIFI_EEA,act101hd3,act101hd3,A133,Allwinner,3072
Epudo,Kolke,KTK-611,KTK-611,KTK-611,A133,Allwinner,2048
LINSAY,LINSAY,F10XIPV,F10XIPV,F10XIPV,A133,Allwinner,2048
KRONO,KRONO,KIDS_COLORS_PLUS,KIDS_COLORS_PLUS,KIDS_COLORS_PLUS,A133,Allwinner,2048
Logicom,Logicom,LOGIKIDS11,LOGIKIDS11,LOGIKIDS11,A133,Allwinner,2048
Logicom,Logicom,LOGIKIDS7,LOGIKIDS7,LOGIKIDS7,A133,Allwinner,2048
Logicom,Logicom,TAB76,TAB76,TAB76,A133,Allwinner,2048
Logicom,Logicom,TAB130,TAB130,TAB130,A133,Allwinner,2048
RIO,RIO,RIOPAD_7,RIOPAD_7,RIOPAD_7,A133,Allwinner,2048
hena,Apolosign,K709A,K709A,K709A,A133,Allwinner,2048
hena,GREATASIA,E700_Kids_EEA,E700_Kids_EEA,E700_Kids_EEA,A133,Allwinner,2048
Kurio,Kurio,K01023US,K01023US,K01023US,A133,Allwinner,2048
LINSAY,LINSAY,F7UHDV,F7UHDV,F7UHDV,A133,Allwinner,2048
GHIA,GHIA,GK133,GK133,GK133,A133,Allwinner,2048
weelikeit,weelikeit,C76W,C76W,C76W,A133,Allwinner,2048
bnd,SMART_KASSEL,SK3405,SK3405,SK3405,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C77W,C77W,C77W,A133,Allwinner,2048
Kurio,Kurio,K01023,K01023,K01023,A133,Allwinner,2048
HotPepper,HotPepper,HPPAP16,HPPAP16,HPPAP16,A133,Allwinner,2048
Plimpton,Plimpton,Kids_8,Kids_8,Kids_8,A133Pro,Allwinner,2048
Cidea,Cidea,CM90,CM90,CM90,A133,Allwinner,2048
REBEOSOII,REBEOSOII,C11,C11,C11,A133Pro,Allwinner,2048
Cidea,Cidea,CM91_EEA,CM91_EEA,CM91_EEA,A133,Allwinner,2048
GREATASIA,GREATASIA,E10_A133_EEA,E10_A133_EEA,E10_A133_EEA,A133,Allwinner,2048
Plimpton,Plimpton,Kids_10_ver13,Kids_10_ver13,Kids_10_ver13,A133Pro,Allwinner,2048
DOMATON,DOMATON,D102,D102,D102,A133,Allwinner,2048
TOPSAND,TOPSAND,N8_KIDS,N8_KIDS,N8_KIDS,A133Pro,Allwinner,2048
Plimpton,Plimpton,Kids_10_EEA,Kids_10_EEA,Kids_10_EEA,A133Pro,Allwinner,2048
KYASTER,KYASTER,KPad_U2_P,KPad_U2_P,KPad_U2_P,A133Pro,Allwinner,2048
AoGo,AoGo,AG_813,AG_813,AG_813,A133,Allwinner,2048
Cidea,Cidea,CM825,CM825,CM825,A133,Allwinner,2048
PERFORMANCE,PERFORMANCE,T863,T863,T863,A133,Allwinner,2048
FACETEL,FACETEL,Q5_US,Q5_US,Q5_US,A133,Allwinner,2048
ADVANCE,ADVANCE,SP5736,SP5736,SP5736,A133Pro,Allwinner,2048
OLAX,OLAX,Ocean_K10,Ocean_K10,Ocean_K10,A133,Allwinner,2048
GREATASIA,GREATASIA,E720_EEA,E720_EEA,E720_EEA,A133,Allwinner,2048
BLOW,BLOW,BLOW_Kidstab7_EEA,BLOW_Kidstab7_EEA,BLOW_Kidstab7_EEA,A133,Allwinner,2048
YCQ,YCQ,YCQ_Q88,YCQ_Q88,YCQ_Q88,A133,Allwinner,2048
Cidea,Cidea,CM826,CM826,CM826,A133,Allwinner,2048
AoGo,AoGo,AG_813_EEA,AG_813_EEA,AG_813_EEA,A133,Allwinner,2048
FACETEL,FACETEL,Q5_EEA,Q5_EEA,Q5_EEA,A133,Allwinner,2048
HotPepper,HotPepper,KT10,KT10,KT10,A133Pro,Allwinner,2048
HDC,HDC,T7I_232,T7I_232,T7I_232,A133,Allwinner,2048
HotPepper,HotPepper,AP17,AP17,AP17,A133Pro,Allwinner,2048
Multilaser,Multilaser,M7_WIFI,ML_JI0S_M7_WIFI,M7 WIFI ,A133,Allwinner,2048
Multilaser,Multilaser,M7_WIFI,ML_SO0P_M7_WIFI,M7 WIFI,A133,Allwinner,2048
Multilaser,Multilaser,M7_WIFI,ML_SO0R_M7_WIFI,M7 WIFI,A133,Allwinner,2048
OrbitWorld,OrbitWorld,OrbitWorld_Tablet,OrbitWorld_Tablet,OrbitWorld_Tablet,A523,Allwinner,2048
DEPLAY,DEPLAY,BS701_EEA,BS701_EEA,BS701_EEA,A133,Allwinner,2048
EGOTEK,EGOTEK,ET_705W,ET_705W,ET_705W,A133,Allwinner,2048
HotPepper,HotPepper,KT10_EEA,KT10_EEA,KT10_EEA,A133Pro,Allwinner,2048
vivo,vivo,DPD2221,DPD2221,vivo Pad2,MT8798Z/CNZA,Mediatek,8192
vivo,vivo,DPD2307,DPD2307,iQOO Pad,MT8798Z/TNZA,Mediatek,8192
Konrow,Konrow,KTAB_1004,KTAB_1004,KTAB_1004,A133,Allwinner,2048
Teclast,Teclast,P25_RUS,P25_RUS,P25_RUS,A133,Allwinner,2048
Kross_Elegance,Kross_Elegance,KE-TB815,KE-TB815,KE-TB815,A133,Allwinner,2048
VTEX,VTEX,VK102W,VK102W,VK102W,A133,Allwinner,2048
Allwinner,Teclast,P80_KOR,P80_KOR,P80_KOR,A133,Allwinner,2048
Spider,Spider,Spider_A10,Spider_A10,Spider_A10,A133,Allwinner,2048
veidoo,veidoo,T80_PLUS,T80_PLUS,T80_PLUS,A133,Allwinner,2048
GREATASIA,GREATASIA,E10A133_EEA,E10A133_EEA,E10A133_EEA,A133,Allwinner,2048
veidoo,veidoo,T80_PLUS_EEA,T80_PLUS_EEA,T80_PLUS,A133,Allwinner,2048
HAEHNE,HAEHNE,A863K_A16_EEA,A863K_A16_EEA,A863K_A16_EEA,A100,Allwinner,2048
FIVAHIVA,FIVAHIVA,FF1010,FF1010,FF1010,A133,Allwinner,2048
SEMEAKOKO,SEMEAKOKO,SS1010,SS1010,SS1010,A133,Allwinner,2048
DOMATON,DOMATON,K111,K111,K111,A133,Allwinner,2048
EAGIESOAR,EAGIESOAR,EE1010_EEA,EE1010_EEA,EE1010_EEA,A133,Allwinner,2048
JOYSURF,JOYSURF,TB-JS100A,TB-JS100A,TB-JS100A,A133,Allwinner,2048
VANKYO,VANKYO,S10,S10,S10,A133,Allwinner,2048
Allwinner,Surfans,K10,K10,K10,A133,Allwinner,2048
hena,JREN,JR_J10,JR_J10,JR J10,A133,Allwinner,2048
HotLight,HotLight,TP1003,TP1003,TP1003,A133,Allwinner,2048
hena,Neoregent,KT1007,KT1007,KT1007,A133,Allwinner,2048
Fortune Ship,Imose,Omotab_2s,Omotab_2s,Omotab_2s,A133,Allwinner,2048
Punos,PUNOS,PTX822G,PTX822G,Punos X8 PTX822G,A133,Allwinner,2048
hena,Byybuo,SmartPad_K7,SmartPad_K7,SmartPad_K7,A133,Allwinner,2048
Danew,Danew,Dbook_111_EEA,Dbook_111,Dbook_111,A133,Allwinner,2048
HotLight,HotLight,TP1003,TP1003_EEA,TP1003,A133,Allwinner,2048
DUODUOGO,DUODUOGO,S10_EEA,S10_EEA,S10_EEA,A133,Allwinner,2048
LVILLE,LVILLE,TP1005,TP1005_EEA,TP1005_EEA,A133,Allwinner,2048
hena,Byybuo,SmartPad_K7_EU,SmartPad_K7_EU,SmartPad_K7_EU,A133,Allwinner,2048
weelikeit,weelikeit,C83W,C83W,C83W,A133,Allwinner,2048
LINSAY,LINSAY,F10XIPQ,F10XIPQ,	F10XIPQ,A133,Allwinner,2048
LINSAY,LINSAY,F7UHDX,F7UHDX,F7UHDX,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C84W,C84W,C84W,A133,Allwinner,2048
hena,SGIN,C10,C10,C10,A133,Allwinner,2048
skythtek,KEMPLER_STRAUSS,ZKEMPLER_PRO1,ZKEMPLER_PRO1,ZKEMPLER_PRO1,A133,Allwinner,2048
skythtek,KEMPLER_STRAUSS,ZKEMPLER_PRO,ZKEMPLER_PRO,ZKEMPLER_PRO,A133,Allwinner,2048
along,TJD,MT-750QU_V1,MT-750QU_V1,MT-750QU_V1,A133,Allwinner,2048
Punos,PUNOS,PTX1022G,PTX1022G,Punos X10,A133,Allwinner,2048
KLIPAD,KLIPAD,KL638DK_EEA,KL638DK_EEA,KL638DK_EEA,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C84W_EEA,C84W_EEA,C84W_EEA,A133,Allwinner,2048
weelikeit,weelikeit,C83W_EEA,C83W_EEA,C83W_EEA,A133,Allwinner,2048
KYASTER,KYASTER,KPad_U2,KPad_U2,KPad_U2,A133,Allwinner,2048
DEPLAY,DEPLAY,BS703_EEA,BS703_EEA,BS703_EEA,A133,Allwinner,2048
okulaku,okulaku,K10,K10,K10,A133,Allwinner,2048
YINOCHE,YINOCHE,R8,R8,R8,A133,Allwinner,2048
ACTECK,ACTECK,AC_934312,AC_934312,AC_934312,A133,Allwinner,2048
Volkano,Volkano,VK_740_12,VK_740_12,VK_740_12,A133,Allwinner,2048
Tech_Pad,Tech_Pad,Tech_Pad_732,Tech_Pad_732,Tech732,A133,Allwinner,2048
HENA,EXO,EXO_Wave_i726,EXO_Wave_i726,EXO_Wave_i726,A133,Allwinner,2048
KEMPLER_STRAUSS,KEMPLER_STRAUSS,ZKEMPLER_PRO,ZKEMPLER_PRO,ZKEMPLER PRO,A133,Allwinner,2048
TOPELOTEK,TOPELOTEK,KIDS720,KIDS720,KIDS720,A133,Allwinner,2048
YosaToo,YosaToo,Y102,Y102,Y102,A133,Allwinner,2048
ADVANCE,ADVANCE,SP7248,SP7248,SP7248,A133,Allwinner,2048
Kimlok,Kimlok,K712_EEA,K712_EEA,K712_EEA,A133,Allwinner,2048
HAEHNE,HAEHNE,A863K_EEA,A863K_EEA,A863K_EEA,A100,Allwinner,2048
PRITOM,PRITOM,K7_A103_EEA,K7_A103_EEA,K7,A100,Allwinner,1536
meanIT,meanIT,K17,K17,K17,A133,Allwinner,2048
HENA,Azeyou,AT_701B,AT_701B,AT_701B,A133,Allwinner,2048
SKY_DEVICES,SKY_DEVICES,SKY_KID1us,SKY_KID1us,SKY KID1,A133,Allwinner,2048
Smart Products Connection SA,PEAQ,PET-882-H232S,PET-882-H232S,PET-882-H232S,A133,Allwinner,2048
Smart Products Connection SA,PEAQ,PET-102-H232S,PET-102-H232S,PET-102-H232S,A133,Allwinner,2048
Semeakoko,Semeakoko,M_766A,M_766A,M_766A,A133,Allwinner,2048
