manufacturer,brand,product,device,marketing_name,cpu_model,cpu_make,ram_mb
KTC,ESLEY,KTC_ESLEY_4K_DVB_22GV1A,lavender,ESLEY,t32,Mediatek,2048
KTC,DIGGIO,KTC_DIGGIO_4K_SA_22GV1A,lavender,DIGGIO,t32,Mediatek,2048
KTC,MAG,KTC_MAG_4K_DVB_22GV1A,lavender,MAG,t32,Mediatek,2048
KTC,NAKAMICHI,KTC_NAKAMICHI_4K_SA_22GV1A,lavender,NAKAMICHI,t32,Mediatek,2048
KTC,JVC,JVC_K4I_22GV1A,lavender,JVC,t32,Mediatek,2048
KTC,RCA,KTC_RCA_4K_COL_22GV1A,lavender,RCA,t32,Mediatek,2048
KTC,KTC,UHD_DVB_22GV1A,lavender,EcoTVDVB,t32,Mediatek,2048
KTC,MOTOROLA,KTC_MOTOROLA_4K_SA_22GV1A,lavender,Motorola,t32,Mediatek,2048
KTC,KENWOOD,KENWOOD_K4C_22GV1A,lavender,Kenwood,t32,Mediatek,2048
KTC,KENWOOD,KENWOOD_K4I_22GV1A,lavender,Kenwood,t32,Mediatek,2048
KTC,STAR-TRACK,KTC_STAR_TRACK_4K_SA_22GV1A,lavender,STAR-TRACK,t32,Mediatek,2048
KTC,ASAANO,KTC_ASAANO_4K_DVB_22GV1A,lavender,ASAANO,t32,Mediatek,2048
KTC,GLOBAL,KTC_GLOBAL_4K_SA_22GV1A,lavender,Global,t32,Mediatek,2048
skyworth,SW,SW6H_TG_NF,SW6H,SW-22AE NF,t32,Mediatek,2048
skyworth,SW,SW6H_B_NF,SW6H,SW-22SA NF,t32,Mediatek,2048
skyworth,CASPER,SW6H_CASPER_NF,SW6H,Casper Smart TV,t32,Mediatek,2048
skyworth,Tesla,SW6H_Tesla_NF,SW6H,TESLA 4K SMART TV,t32,Mediatek,2048
skyworth,PrismPlus,SW6H_PPlus_NF,SW6H,PrismPlus 4KA,t32,Mediatek,2048
skyworth,IRIS,SW6H_IRIS_NF,SW6H,IRIS 4K SmartTV,t32,Mediatek,2048
skyworth,WALTON,SW6H_WALTON_NF,SW6H,WALTON GSMART 4KTV,t32,Mediatek,2048
skyworth,Panasonic,SW6H_PANATV_NF,SW6H,4KTV-3SU,t32,Mediatek,2048
skyworth,Syinix,SW6H_Syinix_NF,SW6H,Glory TV,t32,Mediatek,2048
skyworth,HYUNDAI,SW6H_HYUNDAI_NF,SW6H,HYUNDAI SMART TV,t32,Mediatek,2048
skyworth,Xtreme,SW6H_Xtreme_NF,SW6H,Xtreme 4K Smart TV,t32,Mediatek,2048
skyworth,AKAI,SW6H_AKAI_NF,SW6H,AKAI 4K SMART TV,t32,Mediatek,2048
skyworth,COEX,SW6H_COEX_NF,SW6H,COEX 4K Smart TV,t32,Mediatek,2048
skyworth,Philco,SW6H_Philco_NF,SW6H,Philco Smart plus TV,t32,Mediatek,2048
skyworth,ASANZO,SW6H_ASANZO_NF,SW6H,EX Series,t32,Mediatek,2048
skyworth,SINGER,SW6H_SINGER_NF,SW6H,Singer 4K GSMART TV,t32,Mediatek,2048
skyworth,Britania,SW6H_Britania_NF,SW6H,Britania Smart plus TV,t32,Mediatek,2048
skyworth,Haier,SW6H_Haier_NF,SW6H,Haier TV,t32,Mediatek,2048
skyworth,YASIN,SW6H_YASIN_NF,SW6H,YASIN 4K G Smart TV,t32,Mediatek,2048
skyworth,realme,SW6H_realme_NF,SW6H,realme 4K G Smart TV,t32,Mediatek,2048
skyworth,Thomson,SW6H_Thomson_NF,SW6H,SPPL 4K GSmartTV,t32,Mediatek,2048
skyworth,AIWA,SW6H_AIWA_NF,SW6H,AIWA TV,t32,Mediatek,2048
skyworth,Noblex,SW6H_Noblex_NF,SW6H,Smart TV 4K,t32,Mediatek,2048
skyworth,SW,SW6H_N_NF,SW6H,SW-22NA NF,t32,Mediatek,2048
skyworth,SW,SW6H_JP_NF,SW6H,SW-22JP NF,t32,Mediatek,2048
skyworth,SW,SW6H_H_NF,SW6H,SW-22HK NF,t32,Mediatek,2048
skyworth,DAWLANCE,SW6H_DAWLANCE_NF,SW6H,DAWLANCE GSMART 4KTV,t32,Mediatek,2048
skyworth,Doshisha,SW6H_Doshisha_NF,SW6H,Doshisha Smart TV,t32,Mediatek,2048
skyworth,Candy,SW6H_Candy_NF,SW6H,4K SMART TV,t32,Mediatek,2048
skyworth,NobleSkiodo,SW6H_NS_NF,SW6H,NSTV,t32,Mediatek,2048
skyworth,VISION,SW6H_VISION_NF,SW6H,VISION GSMART 4KTV,t32,Mediatek,2048
skyworth,HEIM,SW6H_HEIM_NF,SW6H,HEIM 4K TV,t32,Mediatek,2048
skyworth,GREENHOUSE,SW6H_GREENHOUSE,SW6H,GREEN HOUSE TV,t32,Mediatek,2048
skyworth,MarQ,SW6H_MarQ_NF,SW6H,MarQ 4K SMART TV,t32,Mediatek,2048
Changhong,CHiQ,DVB96,central,M8,t31,Mediatek,2048
Changhong,CHiQ,ATSC96CQ,central,M8X,t31,Mediatek,2048
SHARP,SHARP,tcrinux,mongkok,FK1,t31,Mediatek,2048
Changhong,TDSYSTEMS,DVB96TD,central,Smart TV,t31,Mediatek,2048
My,Panasonic,OZUM_Panasonic_Oled,kowloon,Google TV,t31,Mediatek,2048
My,Graetz,OZUM_Graetz,kowloon,Google TV,t31,Mediatek,2048
My,Finlux,OZUM_Finlux,kowloon,Google TV,t31,Mediatek,2048
My,Luxor,OZUM_Luxor,kowloon,Google TV,t31,Mediatek,2048
My,Digihome,OZUM_Digihome,kowloon,Google TV,t31,Mediatek,2048
My,JVC,OZUM_JVC,kowloon,Google TV,t31,Mediatek,2048
My,Techwood,OZUM_Techwood,kowloon,Google TV,t31,Mediatek,2048
My,Schontech,OZUM_Schontech,kowloon,Google TV,t31,Mediatek,2048
My,Telefunken,OZUM_Telefunken,kowloon,Google TV,t31,Mediatek,2048
My,My,OZUM_My,kowloon,Google TV,t31,Mediatek,2048
My,Daewoo,OZUM_Daewoo,kowloon,Google TV,t31,Mediatek,2048
SHARP,SHARP,tctrnuu_a,sandiego,FV1,t51p,Mediatek,3072
My,Hitachi,OZUM_Hitachi,kowloon,Google TV,t31,Mediatek,2048
My,Toshiba,OZUM_Toshiba,kowloon,Google TV,t31,Mediatek,2048
My,Panasonic,OZUM_Panasonic,kowloon,Google TV,t31,Mediatek,2048
skyworth,skyworth,SW8_HK_NF,anaheim,SWTV-22HK-4K NF,t51p,Mediatek,3072
My,Vestel,OZUM,kowloon,Google TV,t31,Mediatek,2048
SHARP,SHARP,tcrinuh,mongkok,FK1,t31,Mediatek,2048
My,Vestel,OZUM_VestelMiniLED,kowloon,Google TV,t31,Mediatek,2048
My,NewPol,OZUM_NewPol,kowloon,Google TV,t31,Mediatek,2048
My,Regal,OZUM_Regal,kowloon,Google TV,t31,Mediatek,2048
My,Atlantic,OZUM_Atlantic,kowloon,Google TV,t31,Mediatek,2048
My,SEG,OZUM_SEG,kowloon,Google TV,t31,Mediatek,2048
My,Daewoo,OZUM_Daewoo_OLED,kowloon,Google TV,t31,Mediatek,2048
SHARP,SHARP,tctrnux_a,sandiego,FV1,t51p,Mediatek,3072
My,Westwood,OZUM_Westwood,kowloon,Google TV,t31,Mediatek,2048
My,Wellington,OZUM_Wellington,kowloon,Google TV,t31,Mediatek,2048
My,Nexson,OZUM_Nexson,kowloon,Google TV,t31,Mediatek,2048
Changhong,UNEVA,DVB96UN,central,Smart TV,t31,Mediatek,2048
Hisense,Panavox,songshan_panavox,songshan,50 google tv/58 google tv/65 google tv/75 google tv,t32,Mediatek,2048
Hisense,Hisense,songshan,songshan,4K TV,t32,Mediatek,2048
Hisense,VU,songshan_emV,songshan,43GloLED,t32,Mediatek,2048
Hisense,Toshiba,songshan_emT,songshan,4K TV,t32,Mediatek,2048
Hisense,Hisense,songshan_emH,songshan,4K TV,t32,Mediatek,2048
Hisense,Ashima,songshan_ashima,songshan,OEM50ANDROID22/OEM55ANDROID22,t32,Mediatek,2048
Hisense,Hisense,songshan,songshan,songshan,t31,Mediatek,2048
Hisense,Hisense,songshan_hkH,songshan,4K TV,t32,Mediatek,2048
Hisense,Toshiba,songshan_hkT,songshan,4K TV,t32,Mediatek,2048
Hisense,Noblex,songshan_noblex,songshan,X7500,t32,Mediatek,2048
Hisense,Riviera,songshan_riviera,songshan,HIKA5,t32,Mediatek,2048
Funai,Philips,grasshopper,queenstown,Smart TV,t32,Mediatek,2048
KTC,KTC,KTC_4K_DVB_22GV1,hongkong,EcoTV Plus D,t31,Mediatek,2048
KTC,INNOVA,KTC_INNOVA_4K_ISDB_22GV1,hongkong,INNOVA,t31,Mediatek,2048
KTC,MOTOROLA,KTC_MOTOROLA_4K_ISDB_22GV1,hongkong,Motorola,t31,Mediatek,2048
Expressluck,SANSUI,SANSUI_4K_ATV3,marina,Apollo Premium4K TV,t32,Mediatek,2048
Expressluck,Smarttech,SMARTTECH_4K_ATV3,marina,EXPRESS,t32,Mediatek,2048
MTC,JVC,MTK9612US,kaitak,JVC,t31,Mediatek,2048
KTC,KTC,KTC_4K_COL_22GV1,hongkong,EcoTV Plus C,t31,Mediatek,2048
Expressluck,VISION,VISION_4K_ATV3,marina,VISION 4K SMART TV,t32,Mediatek,2048
KTC,KENWOOD,KTC_KENWOOD_4K_ATSC_22GV1,hongkong,Kenwood,t31,Mediatek,2048
Changhong,CHiQ,DVB99CQ,changi,Smart TV,t32,Mediatek,2048
Expressluck,Fobem,Fobem_4K_ATV3,marina,Europe,t32,Mediatek,2048
Expressluck,ContinentalEdison,CDI_4K_ATV3,marina,CDI SMART TV,t32,Mediatek,2048
Expressluck,Caixun,Caixun_4K_ATV3,marina,Columbia,t32,Mediatek,2048
KTC,KTC,KTC_4K_ISDB_22GV1,hongkong,SA,t31,Mediatek,2048
MTC,UMAX,MTK9612KR,kaitak,UMAX,t31,Mediatek,2048
KTC,MASTER-G,KTC_MASTER_G_4K_ISDB_22GV1,hongkong,Master-G,t31,Mediatek,2048
Expressluck,MULTYNET,MULTYNET_4K_ATV3,marina,Pakistan,t32,Mediatek,2048
KTC,VIZZION,KTC_VIZZION_4K_ISDB_22GV1,hongkong,VIZZION,t31,Mediatek,2048
KTC,JAM,KTC_JAM_4K_ISDB_22GV1,hongkong,JAM,t31,Mediatek,2048
Expressluck,Caixun,Caixun_4K_ATV3_1,marina,South of America,t32,Mediatek,2048
KTC,JVC,KTC_JVC_4K_ISDB_22GV1,hongkong,JVC,t31,Mediatek,2048
Expressluck,Scanfrost,Scanfrost_4K_TV,marina,Nigeria,t32,Mediatek,2048
Expressluck,STAR-X,STAR-X_4K_ATV3,marina,Europe,t32,Mediatek,2048
MTC,ELEXIA,MSD9602PA_ELEXIA,expo,ELEXIA,t32,Mediatek,2048
KTC,LUCOMS,KTC_LUCOMS_4K_ATSC_22GV1,hongkong,LUCMOS,t31,Mediatek,2048
Expressluck,INVES,INVES_4K_ATV3,marina,Europe,t32,Mediatek,2048
Expressluck,KODAK,KODAK_4K_ATV3,marina,Panama,t32,Mediatek,2048
KTC,AIWA,KTC_AIWA_4K_DVB_22GV1,hongkong,Aiwa,t31,Mediatek,2048
Expressluck,Exclusiv,Exclusiv_4K_ATV3,marina,Columbia,t32,Mediatek,2048
KTC,ELECTROMAN,KTC_ELECTRO_MAN_4K_ATSC_22GV1,hongkong,Electroman,t31,Mediatek,2048
Expressluck,KODAK,KODAK_4K_ATV3_1,marina,South America,t32,Mediatek,2048
KTC,JVC,KTC_JVC_4K_COL_22GV1,hongkong,JVC,t31,Mediatek,2048
KTC,MOTOROLA,KTC_MOTOROLA_4K_ATSC_22GV1,hongkong,Motorola,t31,Mediatek,2048
KTC,KTC,KTC_4K_ATSC_22GV1,hongkong,EcoTV Plus A,t31,Mediatek,2048
KTC,VOXELECTRONICS,VOX_ELECTRONICS_4K_DVB,hongkong,VOXELECTRONICS,t31,Mediatek,2048
KTC,KENWOOD,KTC_KENWOOD_4K_COL_22GV1,hongkong,Kenwood,t31,Mediatek,2048
MTC,MGS,MSD9602PA_MGS,expo,MGS,t32,Mediatek,2048
Expressluck,Thomson,Thomson_4K_ATV3,marina,Thomson TV,t32,Mediatek,2048
MTC,Blaupunkt,MTK9612PA_Blaupunkt,kaitak,Blaupunkt,t31,Mediatek,2048
Expressluck,Altus,Altus_4K_ATV3,marina,Altus UHD Pro TV,t32,Mediatek,2048
MTC,EKO,MTK9612PA_EKO,kaitak,EKO,t31,Mediatek,2048
HKC,HKC,HKC_4K_GTV_SA,lakeside,Google TV,t32,Mediatek,2048
KTC,KENWOOD,KTC_KENWOOD_4K_ISDB_22GV1,hongkong,Kenwood,t31,Mediatek,2048
Expressluck,Profilo,Profilo_4K_ATV3,marina,Profilo Smart TV,t32,Mediatek,2048
Expressluck,Blaupunkt,Blaupunkt_4K_ATV3,marina,Europe,t32,Mediatek,2048
KTC,JVC,KTC_JVC_4K_ATSC_22GV1,hongkong,JVC,t31,Mediatek,2048
KTC,ROYALRAHMANI,ROYALRAHMANI_4K_DVB_22GV1,hongkong,ROYALRAHMANI,t31,Mediatek,2048
KTC,SILO,KTC_SILO_4K_ATSC_22GV1,hongkong,SILO,t31,Mediatek,2048
MTC,JVC,MSD9602US,expo,JVC,t32,Mediatek,2048
KTC,SIRAGON,KTC_SIRAGON_4K_ISDB_22GV1,hongkong,Siragon,t31,Mediatek,2048
KTC,INDURAMA,KTC_INDURAMA_4K_ISDB_22GV1,hongkong,Indurama,t31,Mediatek,2048
Expressluck,VEGA,VEGA_4K_ATV3,marina,Europe,t32,Mediatek,2048
KTC,THEHAM,KTC_THEHAM_4K_ATSC_22GV1,hongkong,THEHAM,t31,Mediatek,2048
KTC,ASAANO,KTC_ASAANO_4K_DVB_22GV1,hongkong,ASAANO,t31,Mediatek,2048
KTC,PHIMARK,KTC_PHIMARK_4K_ISDB_22GV1,hongkong,PHIMARK,t31,Mediatek,2048
Expressluck,Nokia,Nokia_4K_ATV3,marina,Nokia TV,t32,Mediatek,2048
KTC,XELL,KTC_XELL_4K_ISDB_22GV1,hongkong,XELL,t31,Mediatek,2048
KTC,DIJITSU,KTC_DIJITSU_4K_DVB_22GV1,hongkong,DIJITSU,t31,Mediatek,2048
KTC,REYNA,KTC_REYNA_4K_ISDB_22GV1,hongkong,REYNA,t31,Mediatek,2048
Expressluck,DWSUMMUS,DWSUMMUS_4K_ATV3,marina,Korea,t32,Mediatek,2048
KTC,NAKAMICHI,KTC_NAKAMICHI_4K_ISDB_22GV1,hongkong,NAKAMICHI,t31,Mediatek,2048
KTC,MANGO,KTC_MANGO_4K_DVB_22GV1,hongkong,MANGO,t31,Mediatek,2048
Expressluck,Kogan,Kogan_4K_ATV3,marina,Kogan G5,t32,Mediatek,2048
KTC,SAMVIEW,KTC_SAMVIEW_4K_DVB_22GV1,hongkong,SAMVIEW,t31,Mediatek,2048
KTC,GLOBAL,KTC_GLOBAL_4K_ISDB_22GV1,hongkong,Global,t31,Mediatek,2048
KTC,CHIMEI,KTC_CHIMEI_4K_DVB_22GV1,hongkong,CHIMEI,t31,Mediatek,2048
KTC,ESLEY,KTC_ESLEY_4K_DVB_22GV1,hongkong,ESLEY,t31,Mediatek,2048
Expressluck,MAXWELL,MAXWELL_4K_ATV3,marina,MAXWELL SMART TV,t32,Mediatek,2048
Expressluck,HYUNDAI,HYUNDAI_4K_ATV3,marina,BOLIVIA,t32,Mediatek,2048
Expressluck,RCA,RCA_4K_ATV3,marina,US,t32,Mediatek,2048
Expressluck,GRUNKEL,GRUNKEL_4K_ATV3,marina,GRUNKEL SMART TV,t32,Mediatek,2048
HKC,HKC,HKC_4K_GTV_US,lakeside,Google TV,t32,Mediatek,2048
MTC,Element,MTK9612US_Element,kaitak,Element,t31,Mediatek,2048
HKC,HKC,HKC_4K_GTV_PA,lakeside,Google TV,t32,Mediatek,2048
KTC,POWEROLOGY,KTC_POWEROLOGY_4K_DVB_22GV1,hongkong,POWEROLOGY,t31,Mediatek,2048
KTC,DIGGIO,KTC_DIGGIO_4K_ISDB_22GV1,hongkong,DIGGIO,t31,Mediatek,2048
KTC,ELEMENT,KTC_ELEMENT_4K_ATSC_22GV1,hongkong,ELEMENT,t31,Mediatek,2048
KTC,YARA,KTC_YARA_4K_DVB_22GV1,hongkong,YARA,t31,Mediatek,2048
KTC,DANILUX,KTC_DANILUX_4K_ISDB_22GV1,hongkong,DANILUX,t31,Mediatek,2048
KTC,RCA,KTC_RCA_4K_COL_22GV1,hongkong,RCA,t31,Mediatek,2048
KTC,BLAUPUNKT,KTC_BLAUPUNKT_4K_ISDB_22GV1,hongkong,BLAUPUNKT,t31,Mediatek,2048
Expressluck,Impex,Impex_4K_ATV3,marina,IMPEX evoQ 4K,t32,Mediatek,2048
Expressluck,COMPAQ,COMPAQ_4K_SATV3,marina,Venezuela,t32,Mediatek,2048
KTC,BLAUPUNKT,KTC_BLAUPUNKT_4K_DVB_22GV1,hongkong,BLAUPUNKT,t31,Mediatek,2048
KTC,RANGS,KTC_RANGS_4K_DVB_22GV1,hongkong,RANGS,t31,Mediatek,2048
KTC,FPS,KTC_FPS_4K_DVB_22GV1,hongkong,FPS,t31,Mediatek,2048
Expressluck,Qilive,Qilive_4K_ATV3,marina,Qilive SMART TV,t32,Mediatek,2048
Changhong,CHiQ,ISDB99,changi,Smart TV,t32,Mediatek,2048
Changhong,oboni,ISDB99OB,changi,Smart TV,t32,Mediatek,2048
MTC,Sharp,MTK9612PA_Sharp,kaitak,Sharp,t31,Mediatek,2048
Expressluck,VisionTechnology,Vision_4K_ATV,marina,4K SMART TV,t32,Mediatek,2048
MTC,OK,MTK9612PA_OK,kaitak,OK,t31,Mediatek,2048
Expressluck,HYUNDAI,HYUNDAI_4K_TV3,marina,Hyundai 4K Smart TV,t32,Mediatek,2048
Expressluck,COMPAQ,COMPAQ_4K_ATV3,marina,COMPAQ SMART TV,t32,Mediatek,2048
Changhong,PRIMA,ISDB99PR,changi,Smart TV,t32,Mediatek,2048
Changhong,UNEVA,DVB99UN,changi,Smart TV,t32,Mediatek,2048
Changhong,PEAQ,DVB99PQ,changi,Smart TV,t32,Mediatek,2048
Hisense,Hisense,songshan_hkH2k,songshan,2K TV,t32,Mediatek,2048
Hisense,Toshiba,songshan_hkT2k,songshan,2K TV,t32,Mediatek,2048
Panasonic,Panasonic,Jupiter_PA,Jupiter,Panasonic,t32,Mediatek,2048
Panasonic,Panasonic,Jupiter_HK,Jupiter,Panasonic,t32,Mediatek,2048
MediaTek,MediaTek,kustardapple,kustardapple,kustardapple,MT5751,Mediatek,2048
skyworth,PrismPlus,SW4H_PPlus,SW4H,PrismPlus 4K Android TV,t32,Mediatek,2048
skyworth,ADMIRAL,SW4H_ADMIRAL,SW4H,ADMIRAL 4K TV,t32,Mediatek,2048
skyworth,indurama,SW4H_indurama,SW4H,indurama 4K TV,t32,Mediatek,2048
skyworth,TELEFUNKEN,SW4H_TELE,SW4H,TELEFUNKEN SMART TV,t32,Mediatek,2048
skyworth,TIT,SW4H_TIT,SW4H,TIT SMART TV,t32,Mediatek,2048
skyworth,SINGER,SW4H_SINGER,SW4H,SINGER SL SMART TV,t32,Mediatek,2048
skyworth,Tesla,SW4H_Tesla,SW4H,Tesla S906,t32,Mediatek,2048
skyworth,MONDIAL,SW4H_MONDIAL,SW4H,MONDIAL 4K TV,t32,Mediatek,2048
skyworth,ASG,SW4H_ASG,SW4H,Asanzo,t32,Mediatek,2048
skyworth,SW,SW4H_H,SW4H,SWTV-20HK,t32,Mediatek,2048
skyworth,VISION,SW4H_VISION,SW4H,VISION SMART TV,t32,Mediatek,2048
skyworth,VIZZION,SW4H_VIZZION,SW4H,VIZZION 4K TV,t32,Mediatek,2048
skyworth,GGuard,SW4H_GGuard,SW4H,G Guard SMART TV,t32,Mediatek,2048
skyworth,Blaupunkt,SW4H_Blaupunkt,SW4H,MP3-A 4K TV,t32,Mediatek,2048
skyworth,KOGAN,SW4H_KOGAN,SW4H,Kogan 4K Android TV,t32,Mediatek,2048
skyworth,FRESH,SW4H_FRESH,SW4H,FRESH SMART TV,t32,Mediatek,2048
skyworth,Tornado,SW4H_Tornado,SW4H,TORNADO Android TV,t32,Mediatek,2048
skyworth,IRIS,SW4H_IRIS,SW4H,IRIS Smart TV,t32,Mediatek,2048
skyworth,ECOSTAR,SW4H_ECOSTAR,SW4H,ECOSTAR SMART TV,t32,Mediatek,2048
skyworth,Artel,SW4H_Artel,SW4H,Artel Android TV,t32,Mediatek,2048
skyworth,SW,SW4H_W,SW4H,SWTV-20TW,t32,Mediatek,2048
skyworth,itel,SW4H_itel,SW4H,itel 4K TV,t32,Mediatek,2048
skyworth,VISIO,SW4H_VISIO,SW4H,VISIO 4K Android TV,t32,Mediatek,2048
skyworth,Noblex,SW4H_Noblex,SW4H,Noblex TV,t32,Mediatek,2048
skyworth,HYUNDAI,SW4H_HYUNDAI,SW4H,Hyundai TV,t32,Mediatek,2048
skyworth,XTREME,SW4H_XTREME,SW4H,XTREME 4K TV,t32,Mediatek,2048
Panasonic,Panasonic,SW4H_PANATV,SW4H,4KTV-0SU,t32,Mediatek,2048
skyworth,SW,SW4H_N,SW4H,SWTV-20N,t32,Mediatek,2048
Panasonic,Panasonic,SW4H_PX_W,SW4H,4KTV-0SUW,t32,Mediatek,2048
skyworth,Flipkart,FlipkartTV,SW4H,FlipkartTV,t32,Mediatek,2048
skyworth,SANSUI,SW4H_SANSUI,SW4H,SANSUITV UHD,t32,Mediatek,2048
skyworth,SANLUX,SW4H_SANLUX,SW4H,SANLUX 4K MONITOR,t32,Mediatek,2048
skyworth,YASIN,SW4H_YASIN,SW4H,Yasin Android TV,t32,Mediatek,2048
skyworth,PHILCO,SW4H_PHILCO,SW4H,PHILCO Smart TV,t32,Mediatek,2048
skyworth,SW,SW4H_FF_TG,SW4H_FF,SWTV-20AE-PRO,t32,Mediatek,2048
XGIMI,XGIMI,aiolia,xgimigalileo,XK03H,t31,Mediatek,2048
Hisense,Hisense,VIDAA_TV,MTK9638,VIDAA_TV,MT9639,Mediatek,3072
MediaTek,Panasonic,LX580C,Panasonic-9638,TH-43LX580C,MT9638,Mediatek,2048
Panasonic,Panasonic,Jupiter_EU,Jupiter,Panasonic,t32,Mediatek,2048
SHARP,SHARP,tcpreue_a,banqiao,EQ3/DN5,t31,Mediatek,2048
My,My,EMIR,shandao,Android TV,t31,Mediatek,2048
Expressluck,Smarttech,SMARTTECH_4K_ATV_UK,guandu,Aiplus4K,t31,Mediatek,2048
My,Procaster,EMIR_Procaster,shandao,Android TV,t31,Mediatek,2048
My,Digihome,EMIR_Digihome,shandao,Android TV,t31,Mediatek,2048
My,Lifemaxx,EMIR_Lifemaxx,shandao,Android TV,t31,Mediatek,2048
My,Panasonic,EMIR_Panasonic_Oled,shandao,Android TV,t31,Mediatek,2048
My,Champion,EMIR_Champion,shandao,Android TV,t31,Mediatek,2048
My,Saba,EMIR_Saba,shandao,Android TV,t31,Mediatek,2048
MTC,JVC,MSD9612PA,shilin,JVC,t31,Mediatek,2048
My,ContinentalEdison,EMIR_ContinentalEdison,shandao,Android TV,t31,Mediatek,2048
My,Sb,EMIR_Sb,shandao,Android TV,t31,Mediatek,2048
My,Schontech,EMIR_Schontech,shandao,Android TV,t31,Mediatek,2048
My,Arena,EMIR_Arena,shandao,Android TV,t31,Mediatek,2048
My,Luxor,EMIR_Luxor,shandao,Android TV,t31,Mediatek,2048
My,Techwood,EMIR_Techwood,shandao,Android TV,t31,Mediatek,2048
My,Quest,EMIR_Quest,shandao,Android TV,t31,Mediatek,2048
My,Daewoo,EMIR_Daewoo,shandao,Android TV,t31,Mediatek,2048
My,Andersson,EMIR_Andersson,shandao,Android TV,t31,Mediatek,2048
My,Electronia,EMIR_Electronia,shandao,Android TV,t31,Mediatek,2048
My,NewPol,EMIR_NewPol,shandao,Android TV,t31,Mediatek,2048
KTC,VIZZION,KTC_VIZZION_4K_SA_21V2,zhongshan,vizzion,t31,Mediatek,2048
My,Turbo-x,EMIR_TurboX,shandao,Android TV,t31,Mediatek,2048
My,Voxicon,EMIR_Voxicon,shandao,Android TV,t31,Mediatek,2048
My,JJohnson,EMIR_JJohnson,shandao,Android TV,t31,Mediatek,2048
My,Nokia,EMIR_Nokia,shandao,Android TV,t31,Mediatek,2048
My,SEG,EMIR_SEG,shandao,Android TV,t31,Mediatek,2048
My,Graetz,EMIR_Graetz,shandao,Android TV,t31,Mediatek,2048
My,Daewoo,EMIR_Daewoo_Oled,shandao,Android TV,t31,Mediatek,2048
My,Tucson,EMIR_Tucson,shandao,Android TV,t31,Mediatek,2048
My,Medion,EMIR_Medion,shandao,Android TV,t31,Mediatek,2048
My,VoxElectronics,EMIR_VoxElectronics,shandao,Android TV,t31,Mediatek,2048
KTC,KTC,KTC_4K_EU_21V2,zhongshan,EU,t31,Mediatek,2048
KTC,DIGGIO,KTC_DIGGIO_4K_SA_21V2,zhongshan,DIGGIO,t31,Mediatek,2048
My,Myros,EMIR_Myros,shandao,Android TV,t31,Mediatek,2048
KTC,SIERA,SIERA_4K_SA_21V2,zhongshan,Siera,t31,Mediatek,2048
My,Atlantic,EMIR_Atlantic,shandao,Android TV,t31,Mediatek,2048
KTC,K-ELEC,KTC_KELEC_4K_EU_21V2,zhongshan,KELEC,t31,Mediatek,2048
My,Hanseatic,EMIR_Hanseatic,shandao,Android TV,t31,Mediatek,2048
My,Nexson,EMIR_Nexson,shandao,Android TV,t31,Mediatek,2048
My,Cecotec,EMIR_Cecotec,shandao,Android TV,t31,Mediatek,2048
KTC,BLAUPUNKT,KTC_BLAUPUNKT_4K_SA_21V2,zhongshan,BLAUPUNKT,t31,Mediatek,2048
KTC,BANANA,KTC_BANANA_4K_EU_21V2,zhongshan,Banana,t31,Mediatek,2048
My,Elbe,EMIR_Elbe,shandao,Android TV,t31,Mediatek,2048
My,Elit,EMIR_Elit,shandao,Android TV,t31,Mediatek,2048
My,Kydos,EMIR_Kydos,shandao,Android TV,t31,Mediatek,2048
KTC,KTC,KTC_4K_SA_21V2,zhongshan,SA,t31,Mediatek,2048
KTC,MOTOROLA,KTC_MOTOROLA_4K_SA_21V2,zhongshan,Motorola,t31,Mediatek,2048
My,Nordmende,EMIR_Nordmende,shandao,Android TV,t31,Mediatek,2048
MTC,JVC,MSD9612UK,shilin,JVC,t31,Mediatek,2048
My,Prosonic,EMIR_Prosonic,shandao,Android TV,t31,Mediatek,2048
My,Nabo,EMIR_Nabo,shandao,Android TV,t31,Mediatek,2048
My,Nilait,EMIR_Nilait,shandao,Android TV,t31,Mediatek,2048
My,Nokia,EMIR_Nokia_Oled,shandao,Android TV,t31,Mediatek,2048
My,Westwood,EMIR_Westwood,shandao,Android TV,t31,Mediatek,2048
KTC,MAXSONIC-ELITE,MAXSONIC_ELITE_4K_SA,zhongshan,Maxsonic_elite,t31,Mediatek,2048
KTC,JVC,KTC_JVC_4K_SA_21V2,zhongshan,JVC,t31,Mediatek,2048
Expressluck,Thomson,Thomson_4K_ATV2,guandu,Europe,t31,Mediatek,2048
KTC,EKO,KTC_EKO_4K_EU_21V2,zhongshan,EKO,t31,Mediatek,2048
KTC,NAKAMICHI,KTC_NAKAMICHI_4K_SA_21V2,zhongshan,NAKAMICHI,t31,Mediatek,2048
KTC,GLOBAL,KTC_GLOBAL_4K_SA_21V2,zhongshan,Golbal,t31,Mediatek,2048
KTC,INNOVA,KTC_INNOVA_4K_SA_21V2,zhongshan,INNOVA,t31,Mediatek,2048
KTC,SIRAGON,KTC_SIRAGON_4K_SA_21V2,zhongshan,SA,t31,Mediatek,2048
KTC,INDURAMA,KTC_INDURAMA_4K_SA_21V2,zhongshan,Indurama,t31,Mediatek,2048
Expressluck,Profilo,Profilo_4K_ATV2,guandu,Turkey,t31,Mediatek,2048
